sRNA	mRNA	RF_Score	Class
psrr1	slr1974	0.52389	0
isar1	slr0701	0.52386	0
isar1	slr1419	0.52386	0
isar1	sll1222	0.52384	0
psrr1	sll1592	0.52384	0
isar1	slr1708	0.52382	0
isar1	slr1870	0.52382	0
psrr1	sll0606	0.5238	0
psrr1	slr1881	0.52378	0
isar1	sll0168	0.52377	0
psrr1	slr1227	0.52375	0
psrr1	slr0238	0.52372	0
psrr1	sll1377	0.5237	0
psrr1	sll0195	0.52359	0
psrr1	slr0109	0.52356	0
isar1	slr1218	0.52355	0
psrr1	sll1820	0.52353	0
psrr1	slr1285	0.52352	0
isar1	sll0540	0.52349	0
isar1	sll1814	0.52348	0
psrr1	slr1942	0.52348	0
isar1	slr1865	0.52345	0
psrr1	slr2012	0.52341	0
isar1	ssl3615	0.5234	0
isar1	sll0047	0.52337	0
psrr1	sll1514	0.52335	0
psrr1	sll1680	0.52335	0
isar1	sll1531	0.52331	0
isar1	sll0793	0.5233	0
psrr1	sll1803	0.5233	0
isar1	slr1146	0.52323	0
isar1	sll1965	0.52318	0
isar1	slr1469	0.52317	0
psrr1	slr0786	0.52316	0
isar1	slr0323	0.52315	0
isar1	slr1035	0.52315	0
isar1	ssl3580	0.52314	0
psrr1	slr0666	0.52311	0
psrr1	slr2121	0.52309	0
isar1	sll0863	0.52308	0
psrr1	slr1365	0.52308	0
psrr1	ssl2245	0.52307	0
psrr1	sll1873	0.52305	0
psrr1	slr0678	0.52305	0
isar1	ssl3432	0.52303	0
isar1	sll0812	0.52302	0
isar1	sll0704	0.52301	0
isar1	slr0267	0.52301	0
psrr1	ssr2711	0.523	0
isar1	sll0804	0.52298	0
isar1	slr2017	0.52298	0
psrr1	slr1083	0.52298	0
isar1	sll1950	0.52297	0
psrr1	slr1876	0.52297	0
psrr1	slr0301	0.52289	0
isar1	sll1292	0.52283	0
isar1	sll0854	0.52282	0
psrr1	slr1491	0.52279	0
isar1	slr1485	0.52277	0
psrr1	slr1020	0.52276	0
psrr1	slr1909	0.52274	0
psrr1	slr1759	0.52271	0
psrr1	sll1237	0.5227	0
psrr1	slr0549	0.5227	0
psrr1	sll0687	0.52269	0
psrr1	slr1800	0.52269	0
psrr1	ssr2078	0.52269	0
psrr1	sll1566	0.52267	0
isar1	slr0915	0.52265	0
psrr1	slr0088	0.52265	0
isar1	slr1623	0.52263	0
psrr1	slr1271	0.52263	0
isar1	sll0876	0.52262	0
isar1	slr1383	0.52262	0
psrr1	slr0418	0.52261	0
psrr1	slr0523	0.5226	0
psrr1	slr1347	0.5226	0
isar1	ssl0353	0.52259	0
isar1	ssr1499	0.52259	0
psrr1	ssl2384	0.52257	0
isar1	slr1849	0.52256	0
psrr1	slr2131	0.52256	0
isar1	sll0786	0.52254	0
psrr1	sll1127	0.52253	0
isar1	sll1908	0.52251	0
psrr1	ssl0331	0.52248	0
psrr1	slr1411	0.52247	0
psrr1	sll1242	0.52245	0
psrr1	sll1035	0.52242	0
isar1	slr0974	0.52241	0
psrr1	sll0398	0.52241	0
psrr1	ssl0832	0.52239	0
isar1	slr1628	0.52236	0
psrr1	sll1267	0.52234	0
psrr1	sll0514	0.52232	0
psrr1	slr0315	0.5223	0
isar1	slr1668	0.52229	0
psrr1	sll1399	0.52228	0
psrr1	slr0534	0.52228	0
isar1	slr0752	0.52226	0
isar1	slr2084	0.52225	0
psrr1	sll1800	0.52218	0
psrr1	sll1382	0.52217	0
psrr1	sll1324	0.52216	0
psrr1	slr0922	0.52214	0
isar1	ssr1399	0.52213	0
psrr1	slr1567	0.52213	0
psrr1	sll0546	0.52212	0
psrr1	slr1490	0.52211	0
psrr1	ssr2781	0.52203	0
psrr1	sll0236	0.52202	0
psrr1	slr1462	0.52202	0
psrr1	slr0519	0.52201	0
psrr1	slr0758	0.52201	0
psrr1	sll0765	0.522	0
isar1	sll1822	0.52199	0
isar1	sll0007	0.52197	0
isar1	sll0327	0.52197	0
psrr1	slr0646	0.52197	0
psrr1	sll0377	0.52196	0
isar1	slr1081	0.52195	0
psrr1	sll1623	0.52194	0
psrr1	slr1969	0.52194	0
psrr1	sll1785	0.52193	0
psrr1	sll0270	0.52186	0
isar1	slr0022	0.52184	0
psrr1	sll1496	0.52182	0
isar1	ssr2061	0.52176	0
psrr1	slr0053	0.52173	0
isar1	sll0930	0.52171	0
psrr1	slr0710	0.52171	0
isar1	sll0397	0.52167	0
isar1	ssl2923	0.52165	0
psrr1	slr1597	0.52164	0
isar1	sll1169	0.52161	0
isar1	slr0054	0.52161	0
psrr1	slr0262	0.5216	0
isar1	slr0300	0.52159	0
isar1	slr0513	0.52159	0
isar1	sll1479	0.52158	0
isar1	slr0012	0.52158	0
psrr1	slr0881	0.52157	0
psrr1	sll0504	0.52153	0
isar1	slr0531	0.52152	0
isar1	sll0659	0.5215	0
isar1	sll1324	0.52144	0
isar1	ssl0511	0.52142	0
psrr1	sll1358	0.52141	0
psrr1	slr1127	0.52139	0
psrr1	sll0002	0.52135	0
psrr1	slr1609	0.52135	0
psrr1	slr0480	0.52133	0
psrr1	sll0136	0.52131	0
isar1	slr0686	0.5213	0
psrr1	sll1236	0.52127	0
psrr1	sll1096	0.52123	0
isar1	slr2057	0.5212	0
psrr1	slr0257	0.5212	0
isar1	slr1037	0.52117	0
isar1	ssr1513	0.52117	0
psrr1	sll1861	0.52114	0
psrr1	sll0241	0.52113	0
isar1	ssl2971	0.5211	0
psrr1	slr1975	0.5211	0
isar1	slr0345	0.52101	0
psrr1	slr0569	0.52098	0
psrr1	slr0861	0.52098	0
isar1	sll1173	0.52093	0
psrr1	sll1330	0.52091	0
isar1	slr0250	0.52088	0
isar1	slr1302	0.52088	0
psrr1	sll0645	0.52087	0
psrr1	slr1110	0.52085	0
psrr1	sll0335	0.52084	0
psrr1	slr1117	0.52084	0
isar1	slr1279	0.52082	0
isar1	ssl0707	0.52082	0
psrr1	sll0623	0.52082	0
isar1	slr0440	0.52081	0
isar1	slr1332	0.5208	0
psrr1	sll1835	0.5208	0
isar1	sll0225	0.52076	0
isar1	sll1751	0.52073	0
isar1	sll1817	0.52067	0
isar1	slr0166	0.5206	0
isar1	slr0550	0.52059	0
isar1	slr0653	0.52059	0
psrr1	slr1843	0.52059	0
isar1	ssr1720	0.52057	0
isar1	slr0861	0.52056	0
psrr1	sll1198	0.52053	0
isar1	slr2135	0.52052	0
isar1	sll1398	0.52045	0
psrr1	slr0920	0.52043	0
psrr1	slr1145	0.52043	0
isar1	sll0271	0.52042	0
psrr1	slr1992	0.52039	0
psrr1	slr0587	0.52035	0
psrr1	slr2072	0.52035	0
isar1	sll1186	0.5203	0
isar1	slr2009	0.52028	0
psrr1	ssr2318	0.52028	0
isar1	sll1174	0.52027	0
psrr1	slr0456	0.52024	0
psrr1	ssl3712	0.52023	0
psrr1	slr0001	0.52022	0
psrr1	slr1194	0.52016	0
psrr1	sll0638	0.52014	0
psrr1	ssl0564	0.52014	0
isar1	slr1329	0.52009	0
isar1	sll1129	0.52002	0
isar1	slr0823	0.52001	0
isar1	sll0543	0.51999	0
psrr1	slr1119	0.51999	0
isar1	slr0661	0.51995	0
psrr1	slr0148	0.51992	0
psrr1	ssr2998	0.51984	0
psrr1	sll1961	0.51981	0
psrr1	sll1664	0.5198	0
psrr1	sll0274	0.51979	0
psrr1	slr1793	0.51978	0
isar1	ssr3341	0.51974	0
isar1	sll0240	0.51971	0
psrr1	slr0815	0.51971	0
isar1	slr0157	0.51969	0
psrr1	sll1655	0.51967	0
psrr1	slr1590	0.51967	0
psrr1	slr1841	0.51967	0
isar1	sll0760	0.51966	0
isar1	slr1067	0.51965	0
psrr1	sll1884	0.51964	0
isar1	sll1800	0.51955	0
psrr1	slr1397	0.51954	0
psrr1	sll0057	0.51953	0
psrr1	slr1520	0.51953	0
isar1	sll1472	0.51952	0
isar1	slr1986	0.51952	0
psrr1	slr0842	0.51951	0
psrr1	slr1188	0.51948	0
psrr1	slr0695	0.51941	0
isar1	slr0325	0.51936	0
psrr1	slr1689	0.51933	0
isar1	sll0892	0.51927	0
isar1	sll1104	0.51925	0
isar1	slr0912	0.51923	0
psrr1	sll0066	0.51923	0
psrr1	sll1559	0.51918	0
isar1	slr0700	0.51917	0
psrr1	sll0830	0.51916	0
psrr1	slr1492	0.51912	0
psrr1	sll0537	0.51911	0
isar1	sll0914	0.51908	0
psrr1	ssl0020	0.519	0
psrr1	slr0049	0.51894	0
isar1	sll1110	0.51893	0
psrr1	slr1966	0.51893	0
psrr1	slr0162	0.51892	0
psrr1	ssr1604	0.51892	0
psrr1	sll0888	0.51889	0
psrr1	slr1943	0.51887	0
isar1	ssl2084	0.51885	0
psrr1	slr0879	0.51885	0
isar1	slr1730	0.51884	0
psrr1	slr1571	0.51884	0
isar1	ssr3570	0.51883	0
psrr1	slr0953	0.51882	0
isar1	sll0590	0.51877	0
psrr1	sll1268	0.51877	0
isar1	sll0984	0.51874	0
isar1	slr1959	0.51874	0
psrr1	sll0454	0.5187	0
isar1	slr1376	0.51869	0
isar1	sll1956	0.51865	0
psrr1	sll1605	0.51864	0
psrr1	sll1864	0.51862	0
isar1	sll0869	0.51861	0
psrr1	ssr3189	0.51861	0
psrr1	slr0050	0.5186	0
isar1	slr0347	0.51859	0
isar1	ssr2912	0.51848	0
isar1	slr1634	0.51846	0
psrr1	slr0687	0.51846	0
psrr1	slr0733	0.51846	0
psrr1	slr0739	0.51841	0
psrr1	slr0880	0.51839	0
psrr1	sll1730	0.51837	0
isar1	sll1988	0.51827	0
isar1	slr1470	0.51825	0
isar1	slr0487	0.51823	0
psrr1	slr1667	0.51822	0
isar1	slr0848	0.51819	0
psrr1	sll1745	0.51817	0
isar1	sll1663	0.51815	0
isar1	slr0544	0.51813	0
isar1	slr1003	0.51813	0
isar1	sll0872	0.51812	0
psrr1	sll0994	0.51811	0
psrr1	ssr3570	0.51811	0
psrr1	slr2100	0.51805	0
psrr1	slr0370	0.51795	0
psrr1	slr0261	0.51793	0
isar1	sll0258	0.51792	0
isar1	ssr2067	0.51791	0
isar1	slr0013	0.51782	0
psrr1	sll1769	0.51782	0
psrr1	slr0007	0.51782	0
psrr1	ssr3300	0.51782	0
isar1	sll1667	0.51781	0
psrr1	slr1742	0.51781	0
isar1	ssl3769	0.5178	0
psrr1	slr0863	0.5178	0
psrr1	slr1610	0.51775	0
isar1	sll0369	0.51774	0
psrr1	ssl3177	0.51773	0
isar1	slr1196	0.51771	0
isar1	ssl2233	0.51771	0
isar1	slr0593	0.51768	0
psrr1	ssr2723	0.51768	0
isar1	sll0384	0.51764	0
psrr1	slr0169	0.51764	0
isar1	sll0905	0.51762	0
psrr1	sll0416	0.51762	0
psrr1	sll0100	0.5176	0
psrr1	slr1385	0.51758	0
isar1	slr2027	0.51755	0
psrr1	slr1202	0.51754	0
psrr1	sll0981	0.51752	0
psrr1	sll0900	0.5175	0
psrr1	slr1434	0.5175	0
isar1	sll0416	0.51749	0
isar1	sll1123	0.51747	0
isar1	sll1796	0.51747	1
isar1	slr0516	0.51744	0
psrr1	sll1229	0.51742	0
psrr1	sll0828	0.51739	0
psrr1	slr0807	0.51739	0
isar1	sll1769	0.51735	0
isar1	slr0784	0.51735	0
isar1	slr1699	0.51733	0
isar1	slr2136	0.51728	0
psrr1	slr0742	0.51728	0
psrr1	slr0080	0.51727	0
psrr1	sll0269	0.51723	0
psrr1	ssl2542	0.51722	0
psrr1	sll0533	0.51721	0
psrr1	slr0967	0.51718	0
isar1	sll1159	0.51717	0
psrr1	sll1405	0.51715	0
psrr1	slr0506	0.51715	0
psrr1	slr1467	0.51715	0
psrr1	slr1495	0.51714	0
isar1	ssr2439	0.51713	0
isar1	slr0602	0.5171	0
psrr1	slr1152	0.51709	0
psrr1	sll0445	0.51706	0
psrr1	sll0887	0.51705	0
psrr1	ssl2296	0.51704	0
isar1	slr0853	0.51703	0
isar1	slr1379	0.51703	0
psrr1	ssl1972	0.51702	0
isar1	sll1696	0.51701	0
psrr1	sll0529	0.51699	0
psrr1	sll0800	0.51698	0
psrr1	sll0263	0.51695	0
psrr1	slr2035	0.51694	0
psrr1	ssr0482	0.51693	0
psrr1	sll0615	0.51691	0
isar1	slr1614	0.5169	0
isar1	ssr2972	0.5169	0
isar1	slr0344	0.51689	0
isar1	slr1272	0.51688	0
isar1	sll1664	0.51686	0
psrr1	slr0084	0.51686	0
isar1	sll0265	0.51682	0
psrr1	slr0765	0.51682	0
isar1	sll0552	0.51678	0
isar1	slr1246	0.51678	0
psrr1	sll0873	0.51678	0
psrr1	sll0222	0.51677	0
psrr1	slr1094	0.51675	0
isar1	ssr1604	0.51672	0
psrr1	sll0216	0.51672	0
psrr1	slr0867	0.51672	0
psrr1	slr1847	0.51672	0
psrr1	slr1097	0.51669	0
psrr1	slr2127	0.51666	0
psrr1	sll0217	0.51665	0
isar1	sll1562	0.51664	0
psrr1	sll1165	0.51664	0
psrr1	slr1167	0.51662	0
psrr1	slr0950	0.5166	0
psrr1	sll0041	0.51659	0
psrr1	ssr3402	0.51655	0
psrr1	sll0379	0.51651	0
psrr1	sll1444	0.51651	0
isar1	slr0751	0.51648	0
psrr1	sll1120	0.51646	0
psrr1	slr0985	0.51644	0
isar1	sll0248	0.51643	0
psrr1	sll0524	0.51642	0
psrr1	slr0809	0.51641	0
psrr1	sll1951	0.51639	0
isar1	slr1945	0.51637	0
psrr1	slr2107	0.51636	0
psrr1	sll0936	0.51634	0
psrr1	slr1828	0.51631	0
isar1	sll1234	0.51627	0
isar1	sll1833	0.51627	0
psrr1	slr0232	0.51626	0
isar1	sll1912	0.51625	0
psrr1	sll0364	0.51625	0
psrr1	sll0812	0.51624	0
isar1	slr1913	0.51621	0
psrr1	sll1764	0.51619	0
psrr1	slr1393	0.51619	0
isar1	slr1062	0.51617	0
psrr1	sll1841	0.51614	0
psrr1	sll1104	0.51612	0
isar1	sll0687	0.51609	0
psrr1	slr0015	0.51609	0
psrr1	sll0756	0.51607	0
isar1	slr1450	0.51606	0
isar1	sll1691	0.51604	0
isar1	sll1799	0.51595	0
psrr1	slr0201	0.51594	0
isar1	ssr2754	0.51591	0
psrr1	slr0794	0.51591	0
psrr1	slr1659	0.51587	0
isar1	slr1453	0.51586	0
psrr1	sll0043	0.51578	0
psrr1	ssr2699	0.51574	0
isar1	sll1709	0.5157	0
psrr1	sll0404	0.51566	0
isar1	ssl2501	0.51564	0
psrr1	ssr0349	0.51562	0
isar1	sll0449	0.5156	0
isar1	slr0944	0.5156	0
psrr1	sll0301	0.51556	0
isar1	sll1300	0.51551	0
isar1	slr1340	0.51551	0
psrr1	slr1914	0.51551	0
psrr1	sll0819	0.51549	0
psrr1	sll0923	0.51549	0
psrr1	sll1167	0.51548	0
isar1	slr1426	0.51545	0
psrr1	slr2000	0.51545	0
psrr1	sll1033	0.51544	0
isar1	ssr2317	0.51543	0
isar1	sll0044	0.51542	0
psrr1	ssr1480	0.5154	0
psrr1	sll0221	0.51539	0
isar1	sll0666	0.51538	0
isar1	slr1980	0.51538	0
psrr1	slr2120	0.51532	0
psrr1	sll1773	0.51531	0
psrr1	slr1564	0.51531	0
isar1	slr0572	0.5153	0
psrr1	sll0327	0.5153	0
psrr1	sll1763	0.51529	0
psrr1	sll0807	0.51527	0
psrr1	slr1740	0.51526	0
isar1	slr0879	0.51524	0
isar1	sll1132	0.5152	0
isar1	slr0032	0.51515	0
isar1	sll0354	0.5151	0
isar1	sll1570	0.51507	0
psrr1	sll0300	0.51507	0
isar1	slr0142	0.51503	0
psrr1	slr0059	0.515	0
isar1	sll0330	0.51498	0
psrr1	slr0039	0.51498	0
psrr1	slr0993	0.51498	0
psrr1	slr1196	0.51497	0
psrr1	sll1336	0.51495	0
isar1	slr0236	0.51493	0
isar1	slr2096	0.51491	0
isar1	ssr2333	0.51491	0
isar1	slr1962	0.5149	0
psrr1	sll0837	0.51487	0
psrr1	slr0103	0.51467	0
psrr1	slr0011	0.51466	0
isar1	sll1934	0.51464	0
isar1	slr1600	0.51464	0
isar1	ssr2422	0.5146	0
psrr1	slr1247	0.51456	0
psrr1	sll1063	0.51455	0
psrr1	slr0552	0.51455	0
psrr1	slr1753	0.51455	0
psrr1	slr0284	0.51453	0
psrr1	slr0698	0.51453	0
psrr1	slr1728	0.51453	0
isar1	ssl1417	0.51452	0
isar1	smr0006	0.51449	0
isar1	slr2035	0.51445	0
psrr1	slr0363	0.51445	0
isar1	slr0833	0.51439	0
isar1	slr1789	0.51434	0
psrr1	sll0825	0.51434	0
psrr1	slr0657	0.51429	0
psrr1	sll0359	0.51428	0
isar1	slr1851	0.51423	0
isar1	slr1442	0.51419	0
psrr1	slr0608	0.51419	0
psrr1	slr1518	0.51419	0
psrr1	slr0448	0.51413	0
psrr1	slr0600	0.51412	0
psrr1	slr1854	0.51411	0
isar1	sll0624	0.51409	0
psrr1	slr0402	0.51406	0
isar1	sll1482	0.51402	0
isar1	slr0023	0.51398	0
psrr1	slr0976	0.51396	0
psrr1	ssl0453	0.51395	0
psrr1	sll0288	0.51389	0
psrr1	sll0779	0.51387	0
psrr1	sll0319	0.51383	0
psrr1	sll0621	0.51383	0
isar1	slr2012	0.51381	0
psrr1	slr1643	0.51381	0
psrr1	slr1516	0.51379	0
isar1	ssl3436	0.51375	0
psrr1	sll1271	0.51375	0
psrr1	slr0287	0.51369	0
isar1	sll1811	0.51367	0
isar1	slr1249	0.51363	0
psrr1	sll1160	0.5136	0
psrr1	sll1191	0.5136	0
psrr1	sll1058	0.51357	0
psrr1	slr0788	0.51356	0
psrr1	slr1536	0.51356	0
isar1	slr0243	0.51355	0
psrr1	sll1398	0.51355	0
psrr1	slr1379	0.51355	0
isar1	sll1871	0.51353	0
isar1	slr1513	0.51352	0
psrr1	slr2031	0.51352	0
psrr1	sll1424	0.51347	0
psrr1	sll1691	0.51346	0
psrr1	slr0898	0.51344	0
psrr1	sll0749	0.51343	0
psrr1	slr0713	0.51343	0
psrr1	slr0899	0.51335	0
psrr1	slr0064	0.51333	0
isar1	slr1000	0.5133	0
isar1	slr1456	0.5133	0
isar1	slr1547	0.51326	0
psrr1	sll1151	0.51322	0
isar1	ssr2062	0.51321	0
psrr1	sll0007	0.51318	0
psrr1	slr1457	0.51318	0
psrr1	sll1263	0.51315	0
psrr1	ssl3451	0.51314	0
psrr1	slr0305	0.5131	0
psrr1	ssr3188	0.51307	0
isar1	slr1930	0.51306	0
psrr1	slr2003	0.51306	0
psrr1	sll0040	0.51301	0
isar1	ssr2786	0.513	0
psrr1	sll1636	0.513	0
isar1	sll1118	0.51298	0
psrr1	ssr1558	0.51297	0
psrr1	sll1390	0.51295	0
psrr1	slr0847	0.51295	0
psrr1	slr1562	0.51289	0
psrr1	sll1184	0.51285	0
isar1	sll1819	0.51284	0
isar1	slr0305	0.51282	0
psrr1	sll1933	0.51278	0
psrr1	sll1647	0.51276	0
psrr1	sll1965	0.51274	0
isar1	sll0020	0.51273	0
psrr1	slr0228	0.5127	0
psrr1	slr1164	0.5127	0
psrr1	slr1882	0.51269	0
isar1	slr1449	0.51268	0
psrr1	slr0951	0.51266	0
psrr1	slr1933	0.51266	0
psrr1	slr1770	0.51263	0
psrr1	sll1775	0.51258	0
psrr1	sll0280	0.51251	0
isar1	sll0181	0.51248	0
psrr1	slr1258	0.51248	0
psrr1	slr1718	0.51248	0
psrr1	slr0813	0.51246	0
psrr1	slr1576	0.51245	0
isar1	ssr2831	0.51244	0
psrr1	slr2098	0.51243	0
psrr1	sll0410	0.5124	0
psrr1	slr0051	0.5124	0
psrr1	slr0150	0.51238	0
psrr1	slr1557	0.51238	0
psrr1	slr2089	0.51236	0
psrr1	ssr2016	0.51236	0
isar1	ssl2153	0.51235	0
isar1	sll1894	0.51232	0
psrr1	slr0397	0.51229	0
psrr1	slr1281	0.51226	0
isar1	sll1980	0.51225	0
isar1	slr1860	0.51225	0
psrr1	sll0928	0.51224	0
psrr1	slr2044	0.51224	0
psrr1	slr1093	0.51218	0
psrr1	sml0002	0.51218	0
psrr1	ssr2611	0.51217	0
psrr1	slr2081	0.51215	0
isar1	sll0199	0.51214	0
psrr1	sll1457	0.51214	0
psrr1	sll0080	0.51213	0
isar1	ssr1041	0.51212	0
isar1	slr0981	0.51207	0
psrr1	sll1692	0.51203	0
psrr1	sll0876	0.51201	0
psrr1	slr1911	0.51197	0
psrr1	slr0556	0.51188	0
psrr1	sll1816	0.51187	0
isar1	ssl1263	0.51185	0
psrr1	sll0321	0.51184	0
psrr1	sll1626	0.51184	0
psrr1	slr1274	0.51184	0
psrr1	sll1383	0.51181	0
isar1	ssl1911	0.51177	0
psrr1	slr1517	0.51176	0
isar1	slr1170	0.51175	0
isar1	ssr2998	0.51171	0
psrr1	slr2025	0.51169	0
isar1	slr1915	0.51168	0
psrr1	slr0364	0.51164	0
psrr1	slr1368	0.51163	0
psrr1	slr1784	0.51163	0
psrr1	slr0032	0.51162	0
psrr1	slr1672	0.5116	0
psrr1	sll0016	0.51156	0
psrr1	slr1444	0.51156	0
isar1	slr1638	0.51155	0
psrr1	ssl1552	0.51152	0
isar1	sll1911	0.51149	0
isar1	slr0059	0.51146	0
psrr1	slr0514	0.51143	0
psrr1	sll1142	0.51138	0
psrr1	sll0223	0.51137	0
psrr1	slr1205	0.51136	0
psrr1	sll0495	0.51132	0
psrr1	slr1403	0.51132	0
psrr1	sll0573	0.5113	0
psrr1	slr1915	0.5113	0
psrr1	sll1968	0.51125	0
isar1	sll1678	0.51123	0
psrr1	sll1386	0.5112	0
psrr1	sll0572	0.51118	0
psrr1	slr1079	0.51118	0
isar1	slr1183	0.51112	0
psrr1	sll1233	0.5111	0
psrr1	sll0482	0.51108	0
isar1	ssr2549	0.51106	0
psrr1	slr2034	0.51106	0
psrr1	slr1931	0.51103	0
isar1	slr1982	0.51102	0
isar1	ssr2227	0.51101	0
psrr1	ssl0511	0.51101	0
isar1	sll1522	0.51098	0
psrr1	sll1806	0.51096	0
psrr1	slr0550	0.51096	0
isar1	sll1381	0.51087	0
psrr1	sll0886	0.51087	0
isar1	sll1423	0.51086	0
psrr1	sll0505	0.51084	0
isar1	sll0101	0.51083	0
isar1	sll1732	0.51082	0
isar1	ssl3692	0.51076	0
isar1	slr0755	0.51072	0
psrr1	sll0822	0.51071	0
psrr1	slr0096	0.51071	0
isar1	slr0888	0.51068	0
psrr1	sll0745	0.51068	0
isar1	sll1157	0.51065	0
isar1	sll1081	0.51064	0
psrr1	sll1362	0.51064	0
isar1	slr0903	0.51062	0
psrr1	sll1447	0.51062	0
psrr1	sll1440	0.51061	0
psrr1	slr1964	0.51061	0
psrr1	sll0857	0.51058	0
isar1	slr0954	0.51056	0
psrr1	sll0224	0.51055	0
psrr1	slr1280	0.51052	0
isar1	smr0007	0.5105	0
isar1	slr0150	0.51049	1
psrr1	ssr3451	0.51047	0
psrr1	ssr2898	0.51045	0
psrr1	sll1702	0.51044	0
psrr1	slr0994	0.51044	0
psrr1	sll1681	0.51043	0
psrr1	sll0875	0.51037	0
isar1	slr1613	0.51034	0
psrr1	slr2078	0.51033	0
psrr1	ssr0536	0.51031	0
psrr1	slr0889	0.5103	0
isar1	slr0901	0.51027	0
isar1	slr1856	0.51022	0
psrr1	slr1225	0.51022	0
isar1	sll0469	0.51019	0
psrr1	slr0853	0.51019	0
psrr1	sll1710	0.51014	0
psrr1	slr1799	0.51014	0
psrr1	slr0337	0.51007	0
psrr1	ssl3436	0.51003	0
psrr1	sll1099	0.50998	0
psrr1	ssl3383	0.50998	0
psrr1	smr0006	0.50996	0
isar1	sll0609	0.50989	0
psrr1	sll1041	0.50989	0
psrr1	slr1319	0.50987	0
isar1	sll1552	0.50983	0
psrr1	slr0779	0.50983	0
psrr1	slr0516	0.50982	0
psrr1	slr1507	0.50982	0
isar1	sll0939	0.50977	0
psrr1	slr1318	0.50977	0
isar1	sll1164	0.50973	0
psrr1	sll1880	0.50969	0
psrr1	slr0233	0.50969	0
psrr1	slr0936	0.50968	0
isar1	slr1416	0.50967	0
psrr1	slr0983	0.50965	0
psrr1	slr1099	0.50965	0
psrr1	sll0813	0.50964	0
psrr1	sll1469	0.50962	0
psrr1	sll1355	0.50961	0
isar1	ssl2420	0.50959	0
psrr1	sll1897	0.50955	0
psrr1	slr1811	0.50954	0
isar1	sll1695	0.5095	0
isar1	slr1241	0.5095	0
psrr1	sll0253	0.5095	0
isar1	ssl2245	0.50949	0
psrr1	slr1238	0.50948	0
isar1	slr1396	0.50946	0
psrr1	sll1906	0.50945	0
psrr1	sll0622	0.5094	0
psrr1	sll1363	0.5094	0
psrr1	sll0901	0.50939	0
psrr1	slr1053	0.50937	0
psrr1	slr0216	0.50934	0
isar1	sll1813	0.50929	0
psrr1	slr0839	0.50929	0
psrr1	sll0173	0.50924	0
psrr1	sll1334	0.50924	0
psrr1	slr2043	0.50922	0
isar1	slr1260	0.50921	0
isar1	slr1767	0.5092	0
psrr1	slr0846	0.50918	0
psrr1	sll1095	0.50917	0
isar1	slr1002	0.50913	0
isar1	ssr2130	0.50912	0
psrr1	slr1316	0.50909	0
psrr1	sll0361	0.50906	0
psrr1	ssl1918	0.50904	0
isar1	slr2038	0.50903	0
psrr1	sll1338	0.50903	0
psrr1	slr1727	0.50903	0
psrr1	sll1443	0.50902	0
isar1	sll1749a	0.509	0
psrr1	sll1404	0.509	0
isar1	sll0943	0.50896	0
isar1	ssr1398	0.50896	0
isar1	sll1161	0.50893	0
psrr1	slr1272	0.50888	0
psrr1	slr1391	0.50888	0
psrr1	slr1738	0.50886	0
isar1	ssr3300	0.50884	0
psrr1	sll1712	0.50884	0
isar1	sll1510	0.50877	0
psrr1	sll1520	0.50877	0
psrr1	ssr3409	0.50877	0
isar1	sll1509	0.50874	0
psrr1	slr0891	0.50873	0
psrr1	sll1750	0.50871	0
psrr1	slr0533	0.50869	0
psrr1	slr1513	0.50868	0
psrr1	slr0929	0.50867	0
isar1	sll1314	0.50865	0
psrr1	sll1639	0.50861	0
psrr1	sll0925	0.5086	0
psrr1	slr0799	0.50859	0
psrr1	sll1435	0.50855	0
psrr1	slr0978	0.5085	0
psrr1	slr0702	0.50848	0
isar1	slr0799	0.50847	0
psrr1	sll1260	0.50844	0
psrr1	sll0471	0.50841	0
isar1	slr0416	0.50834	0
psrr1	slr1199	0.50833	0
psrr1	slr1546	0.50833	0
psrr1	slr1535	0.50831	0
psrr1	sll1662	0.5083	0
isar1	ssl0563	0.50828	0
psrr1	sll0629	0.50828	0
isar1	ssl3364	0.50826	0
psrr1	sll0611	0.50826	0
psrr1	sll1635	0.50822	0
isar1	sll0858	0.50817	0
isar1	sll0913	0.50816	0
psrr1	slr1550	0.50815	0
psrr1	ssl0294	0.50813	0
psrr1	slr1906	0.50811	0
psrr1	sll0409	0.50809	0
psrr1	slr0527	0.50809	0
psrr1	slr0446	0.50808	0
psrr1	slr1431	0.50808	0
isar1	sll1863	0.50805	0
psrr1	sll1832	0.50804	0
psrr1	ssr3304	0.50803	0
isar1	sll1806	0.50799	0
psrr1	slr0055	0.50792	0
psrr1	slr1474	0.50792	0
psrr1	sll1489	0.50791	0
psrr1	slr0525	0.50791	0
psrr1	slr0451	0.50788	0
psrr1	sll1194	0.50782	0
psrr1	sll0147	0.50781	0
isar1	slr1732	0.50779	0
psrr1	sll1628	0.50777	0
psrr1	slr1055	0.50777	0
psrr1	slr1857	0.50777	0
isar1	sll2006	0.50775	0
isar1	sll0822	0.50774	0
psrr1	slr1957	0.50774	0
isar1	ssl1922	0.50773	0
psrr1	sll0298	0.5077	0
psrr1	sll1858	0.50769	0
psrr1	ssl2667	0.50768	0
psrr1	slr1392	0.50766	0
psrr1	slr1291	0.50765	0
psrr1	slr0981	0.50761	0
psrr1	sll1220	0.5076	0
