sRNA	mRNA	IntaRNA_Score	Class
psrr1	slr0184	0.47072	0
psrr1	slr0392	0.47072	0
psrr1	slr0922	0.47072	0
psrr1	slr1763	0.47072	0
psrr1	slr2001	0.47072	0
isar1	slr0825	0.46923	0
isar1	slr1979	0.46923	0
psrr1	sll0162	0.46923	0
psrr1	sll0552	0.46923	0
psrr1	sll1032	0.46923	0
psrr1	slr0651	0.46923	0
psrr1	slr1476	0.46923	0
psrr1	slr1665	0.46923	0
isar1	sll0290	0.46774	0
isar1	sll1250	0.46774	0
isar1	sll1380	0.46774	0
isar1	sll1802	0.46774	0
isar1	slr1319	0.46774	0
isar1	ssl2009	0.46774	0
psrr1	sll0790	0.46774	0
psrr1	sll1535	0.46774	0
psrr1	slr0076	0.46774	0
psrr1	slr0848	0.46774	0
psrr1	slr1067	0.46774	0
psrr1	slr1299	0.46774	0
psrr1	slr1416	0.46774	0
psrr1	slr1736	0.46774	0
psrr1	slr2114	0.46774	0
isar1	sll1812	0.46625	0
isar1	slr1149	0.46625	0
psrr1	sll0274	0.46625	0
psrr1	sll1059	0.46625	0
psrr1	sll1162	0.46625	0
psrr1	sll1849	0.46625	0
psrr1	sll1916	0.46625	0
psrr1	slr0808	0.46625	0
psrr1	slr1063	0.46625	0
isar1	slr0338	0.46476	0
isar1	slr1019	0.46476	0
isar1	slr1230	0.46476	0
isar1	slr1348	0.46476	0
isar1	slr1944	0.46476	0
isar1	ssr1480	0.46476	0
psrr1	slr0106	0.46476	0
psrr1	slr0415	0.46476	0
psrr1	slr0917	0.46476	0
psrr1	slr0943	0.46476	0
psrr1	slr1756	0.46476	0
isar1	slr1655	0.46327	0
isar1	slr2013	0.46327	0
psrr1	sll0021	0.46327	0
psrr1	sll0553	0.46327	0
psrr1	sll0573	0.46327	0
psrr1	sll0897	0.46327	0
psrr1	sll1939	0.46327	0
psrr1	slr0116	0.46327	0
psrr1	slr1269	0.46327	0
psrr1	slr1290	0.46327	0
psrr1	slr1579	0.46327	0
psrr1	slr1592	0.46327	0
psrr1	slr1898	0.46327	0
isar1	sll0228	0.46178	0
isar1	sll0528	0.46178	0
isar1	sll0621	0.46178	0
isar1	sll0634	0.46178	0
isar1	sll0771	0.46178	0
isar1	sll0867	0.46178	0
isar1	slr0559	0.46178	0
isar1	slr0607	0.46178	0
isar1	slr0887	0.46178	0
isar1	ssr1391	0.46178	0
psrr1	sll0245	0.46178	0
psrr1	sll0325	0.46178	0
psrr1	sll1971	0.46178	0
psrr1	slr0395	0.46178	0
psrr1	slr0721	0.46178	0
psrr1	slr1718	0.46178	0
psrr1	slr1878	0.46178	0
psrr1	slr1984	0.46178	0
isar1	sll0094	0.46029	0
isar1	sll0871	0.46029	0
isar1	slr0091	0.46029	0
isar1	slr0261	0.46029	0
isar1	slr0609	0.46029	0
isar1	ssr0390	0.46029	0
psrr1	slr0525	0.46029	0
psrr1	ssr0817	0.46029	0
isar1	sll1178	0.45879	0
isar1	sll1239	0.45879	0
isar1	sll1835	0.45879	0
isar1	slr0807	0.45879	0
isar1	ssl3044	0.45879	0
psrr1	sll0176	0.45879	0
psrr1	sll2003	0.45879	0
psrr1	slr0013	0.45879	0
psrr1	slr1139	0.45879	0
psrr1	slr1799	0.45879	0
psrr1	slr2018	0.45879	0
psrr1	slr2099	0.45879	0
isar1	sll1513	0.4573	0
isar1	slr0483	0.4573	0
isar1	slr0901	0.4573	0
isar1	slr1290	0.4573	0
isar1	slr1425	0.4573	0
isar1	slr1472	0.4573	0
isar1	slr1611	0.4573	0
psrr1	sll0426	0.4573	0
psrr1	sll0509	0.4573	0
psrr1	sll1532	0.4573	0
psrr1	sll1908	0.4573	0
psrr1	slr0195	0.4573	0
psrr1	slr0844	0.4573	0
psrr1	slr0985	0.4573	0
psrr1	slr1349	0.4573	0
psrr1	slr1712	0.4573	0
psrr1	slr2117	0.4573	0
isar1	slr0503	0.45581	0
isar1	slr2062	0.45581	0
psrr1	sll0603	0.45581	0
psrr1	sll0789	0.45581	0
psrr1	slr1809	0.45581	0
isar1	sll0060	0.45431	0
isar1	sll0176	0.45431	0
isar1	sll1267	0.45431	0
isar1	sll1544	0.45431	0
isar1	slr0719	0.45431	0
isar1	slr1338	0.45431	0
isar1	slr1393	0.45431	0
isar1	slr2058	0.45431	0
psrr1	sll1127	0.45431	0
psrr1	sll1625	0.45431	0
psrr1	sll1694	0.45431	0
psrr1	slr0346	0.45431	0
isar1	sll1035	0.45282	0
isar1	slr0089	0.45282	0
isar1	slr1420	0.45282	0
isar1	slr1938	0.45282	0
psrr1	sll0168	0.45282	0
psrr1	sll0253	0.45282	0
psrr1	sll0535	0.45282	0
psrr1	sll0749	0.45282	0
psrr1	sll0916	0.45282	0
psrr1	slr1827	0.45282	0
psrr1	slr2123	0.45282	0
isar1	sll1221	0.45132	0
isar1	sll1258	0.45132	0
isar1	sll1528	0.45132	0
isar1	slr0121	0.45132	0
isar1	slr0272	0.45132	0
isar1	slr0400	0.45132	0
isar1	slr0752	0.45132	0
isar1	slr1647	0.45132	0
isar1	slr1723	0.45132	0
isar1	ssl0750	0.45132	0
psrr1	sll1733	0.45132	0
psrr1	sll1917	0.45132	0
psrr1	slr0264	0.45132	0
psrr1	slr0733	0.45132	0
psrr1	slr1287	0.45132	0
isar1	sll0069	0.44983	0
isar1	slr0031	0.44983	0
isar1	slr1476	0.44983	0
isar1	slr1835	0.44983	0
psrr1	slr0783	0.44983	0
psrr1	slr0784	0.44983	0
psrr1	slr0926	0.44983	0
isar1	sll0486	0.44833	0
isar1	sll1942	0.44833	0
isar1	slr0119	0.44833	0
isar1	slr1186	0.44833	0
isar1	slr1791	0.44833	0
psrr1	sll0788	0.44833	0
psrr1	sll0930	0.44833	0
psrr1	sll1305	0.44833	0
psrr1	slr0074	0.44833	0
psrr1	slr0505	0.44833	0
psrr1	slr0592	0.44833	0
psrr1	slr0650	0.44833	0
psrr1	slr0839	0.44833	0
psrr1	slr1867	0.44833	0
psrr1	slr1884	0.44833	0
isar1	sll0337	0.44683	0
isar1	sll0595	0.44683	0
isar1	slr0593	0.44683	0
isar1	slr1464	0.44683	0
isar1	slr1530	0.44683	0
isar1	smr0002	0.44683	0
psrr1	sll1510	0.44683	0
psrr1	slr0799	0.44683	0
psrr1	slr0955	0.44683	0
psrr1	slr1006	0.44683	0
psrr1	slr1052	0.44683	0
isar1	sll0737	0.44534	0
isar1	sll0944	0.44534	0
isar1	sll1401	0.44534	0
isar1	slr0753	0.44534	0
isar1	slr1246	0.44534	0
psrr1	sll1464	0.44534	0
psrr1	slr0655	0.44534	0
psrr1	slr2038	0.44534	0
psrr1	ssr2061	0.44534	0
isar1	sll1218	0.44384	0
isar1	slr0075	0.44384	1
isar1	slr1188	0.44384	0
isar1	slr1958	0.44384	0
psrr1	sll0556	0.44384	0
psrr1	sll0588	0.44384	0
psrr1	slr0623	0.44384	0
psrr1	slr0813	0.44384	0
psrr1	slr1511	0.44384	0
psrr1	slr1776	0.44384	0
isar1	slr0232	0.44234	0
isar1	slr0598	0.44234	0
isar1	slr0844	0.44234	0
isar1	slr0924	0.44234	0
isar1	slr1406	0.44234	0
isar1	ssl1552	0.44234	0
psrr1	slr0807	0.44234	0
psrr1	slr1199	0.44234	0
psrr1	slr1228	0.44234	0
psrr1	slr1593	0.44234	0
psrr1	ssr2078	0.44234	0
isar1	sll1452	0.44085	0
isar1	sll1453	0.44085	0
psrr1	sll0641	0.44085	0
psrr1	slr0500	0.44085	0
psrr1	slr1626	0.44085	0
isar1	ssl2789	0.43935	0
psrr1	sll1613	0.43935	0
psrr1	sll1722	0.43935	0
psrr1	slr0229	0.43935	0
psrr1	slr0480	0.43935	0
psrr1	slr1179	0.43935	0
psrr1	slr1636	0.43935	0
psrr1	ssr2962	0.43935	0
isar1	sll1080	0.43785	0
isar1	slr0394	0.43785	0
isar1	slr0900	0.43785	0
isar1	slr1128	0.43785	0
isar1	slr2012	0.43785	0
isar1	ssl3436	0.43785	0
psrr1	sll1512	0.43785	0
psrr1	sll1884	0.43785	0
psrr1	slr0534	0.43785	0
psrr1	slr1643	0.43785	0
isar1	sll0051	0.43635	0
isar1	sll0289	0.43635	0
isar1	slr0181	0.43635	0
psrr1	sll1273	0.43635	0
psrr1	slr0118	0.43635	0
psrr1	slr1095	0.43635	0
psrr1	slr1123	0.43635	0
psrr1	slr1571	0.43635	0
isar1	sll1252	0.43486	0
isar1	sll1505	0.43486	0
isar1	slr0354	0.43486	0
isar1	slr0738	0.43486	0
isar1	slr1114	0.43486	0
isar1	slr2094	0.43486	0
psrr1	sll0157	0.43486	0
psrr1	sll1376	0.43486	0
psrr1	slr0075	0.43486	0
psrr1	slr0899	0.43486	0
psrr1	ssr1789	0.43486	0
isar1	slr0756	0.43336	0
psrr1	sll0264	0.43336	0
psrr1	sll1222	0.43336	0
psrr1	sll1299	0.43336	0
psrr1	slr0462	0.43336	0
psrr1	slr0677	0.43336	0
psrr1	ssr1391	0.43336	0
isar1	sll0744	0.43186	0
isar1	sll0860	0.43186	0
isar1	sll1545	0.43186	0
isar1	slr0514	0.43186	0
isar1	slr1800	0.43186	0
isar1	slr2004	0.43186	0
psrr1	sll0739	0.43186	0
psrr1	sll1880	0.43186	0
psrr1	slr0207	0.43186	0
psrr1	slr0305	0.43186	0
psrr1	slr0902	0.43186	0
isar1	sll0427	0.43036	0
isar1	sll0720	0.43036	0
isar1	sll1018	0.43036	0
isar1	slr0842	0.43036	0
isar1	slr1366	0.43036	0
psrr1	sll0409	0.43036	0
psrr1	sll0818	0.43036	0
psrr1	sll1611	0.43036	0
psrr1	slr0089	0.43036	0
psrr1	slr0270	0.43036	0
psrr1	slr0407	0.43036	0
psrr1	ssl0832	0.43036	0
isar1	sll0209	0.42886	0
isar1	sll1212	0.42886	0
isar1	sll1427	0.42886	0
isar1	sll1639	0.42886	0
isar1	slr0092	0.42886	0
isar1	slr0388	0.42886	0
isar1	slr1302	0.42886	0
isar1	slr1423	0.42886	0
isar1	slr1957	0.42886	0
isar1	slr1993	0.42886	0
psrr1	sll0927	0.42886	0
psrr1	sll1481	0.42886	0
psrr1	sll1712	0.42886	0
psrr1	slr0351	0.42886	0
psrr1	slr0553	0.42886	0
psrr1	slr0682	0.42886	0
psrr1	slr1395	0.42886	0
isar1	slr1274	0.42736	0
isar1	slr2123	0.42736	0
psrr1	sll0181	0.42736	0
psrr1	sll0622	0.42736	0
psrr1	sll0891	0.42736	0
psrr1	sll1020	0.42736	0
psrr1	slr0776	0.42736	0
psrr1	slr1547	0.42736	0
psrr1	slr1638	0.42736	0
psrr1	slr1964	0.42736	0
isar1	sll1020	0.42587	0
isar1	sll1981	0.42587	0
isar1	slr0245	0.42587	0
isar1	slr1907	0.42587	0
isar1	ssl2296	0.42587	0
psrr1	sll0416	0.42587	0
psrr1	slr1113	0.42587	0
isar1	sll0210	0.42437	0
isar1	sll0549	0.42437	0
isar1	sll1285	0.42437	0
isar1	sll1317	0.42437	1
isar1	slr0032	0.42437	0
isar1	slr0060	0.42437	0
isar1	slr1063	0.42437	0
isar1	slr1651	0.42437	0
isar1	slr1881	0.42437	0
psrr1	sll1011	0.42437	0
psrr1	sll1544	0.42437	0
psrr1	sll1676	0.42437	0
psrr1	ssr3122	0.42437	0
isar1	sll0892	0.42287	0
isar1	sll0933	0.42287	0
isar1	sll1611	0.42287	0
isar1	slr0362	0.42287	0
isar1	slr2084	0.42287	0
psrr1	sll1252	0.42287	0
psrr1	sll1366	0.42287	0
psrr1	slr1565	0.42287	0
isar1	sll0901	0.42137	0
isar1	sll2003	0.42137	0
isar1	slr0144	0.42137	0
isar1	slr0145	0.42137	0
isar1	slr0661	0.42137	0
isar1	slr1619	0.42137	0
psrr1	sll0761	0.42137	0
psrr1	sll0992	0.42137	0
psrr1	sll1274	0.42137	0
psrr1	sll1563	0.42137	0
psrr1	slr0889	0.42137	0
psrr1	slr0936	0.42137	0
psrr1	slr1488	0.42137	0
psrr1	slr1704	0.42137	0
psrr1	slr1805	0.42137	0
psrr1	slr2100	0.42137	0
isar1	sll1632	0.41987	0
isar1	slr1312	0.41987	0
psrr1	sll1642	0.41987	0
psrr1	slr0213	0.41987	0
psrr1	slr0468	0.41987	0
psrr1	slr1453	0.41987	0
psrr1	slr1787	0.41987	0
isar1	sll0381	0.41837	0
isar1	sll1226	0.41837	0
isar1	slr0186	0.41837	0
isar1	slr0784	0.41837	0
isar1	slr1170	0.41837	0
isar1	slr2023	0.41837	0
psrr1	sll1381	0.41837	0
psrr1	sll1612	0.41837	0
psrr1	slr0688	0.41837	0
psrr1	slr1232	0.41837	0
psrr1	slr1842	0.41837	0
isar1	sll0416	0.41687	0
isar1	sll0477	0.41687	0
isar1	sll0833	0.41687	0
isar1	sll1166	0.41687	0
psrr1	sll0703	0.41687	0
psrr1	sll0944	0.41687	0
psrr1	sll1521	0.41687	0
psrr1	slr1173	0.41687	0
psrr1	slr2045	0.41687	0
psrr1	sll0072	0.41538	0
psrr1	sll0807	0.41538	0
psrr1	sll1198	0.41538	0
psrr1	sll1459	0.41538	0
psrr1	sll1557	0.41538	0
psrr1	slr0756	0.41538	0
psrr1	slr1213	0.41538	0
isar1	sll0507	0.41388	0
isar1	sll1536	0.41388	0
isar1	ssl0769	0.41388	0
psrr1	slr0604	0.41388	0
psrr1	ssl1255	0.41388	0
isar1	sll0552	0.41238	0
isar1	sll0915	0.41238	0
isar1	sll1765	0.41238	0
isar1	slr0379	0.41238	0
isar1	slr0755	0.41238	0
isar1	ssl2982	0.41238	0
isar1	ssr2009	0.41238	0
psrr1	sll0031	0.41238	0
psrr1	sll1462	0.41238	0
psrr1	sll1926	0.41238	0
psrr1	slr1104	0.41238	0
isar1	slr1626	0.41088	0
isar1	slr1895	0.41088	0
isar1	slr1969	0.41088	0
isar1	ssr1562	0.41088	0
psrr1	sll0613	0.41088	0
psrr1	sll0905	0.41088	0
psrr1	slr0241	0.41088	0
psrr1	slr0298	0.41088	0
psrr1	slr2082	0.41088	0
psrr1	ssl2667	0.41088	0
isar1	sll0451	0.40938	0
isar1	sll0756	0.40938	0
isar1	slr0304	0.40938	0
isar1	slr0645	0.40938	0
psrr1	sll0601	0.40938	0
psrr1	sll1736	0.40938	0
psrr1	slr0535	0.40938	0
psrr1	slr1846	0.40938	0
psrr1	ssl2009	0.40938	0
psrr1	ssr1853	0.40938	0
isar1	sll0484	0.40789	0
isar1	slr0157	0.40789	0
isar1	slr0445	0.40789	0
isar1	slr0650	0.40789	0
isar1	slr1396	0.40789	0
isar1	slr1572	0.40789	0
isar1	slr1829	0.40789	0
psrr1	sll0060	0.40789	0
psrr1	slr0119	0.40789	0
psrr1	slr1068	0.40789	0
psrr1	slr1115	0.40789	0
psrr1	ssr3452	0.40789	0
isar1	sll1187	0.40639	0
isar1	sll1537	0.40639	0
isar1	slr0280	0.40639	0
isar1	slr0360	0.40639	0
isar1	slr0806	0.40639	0
isar1	slr1201	0.40639	0
isar1	ssr1853	0.40639	0
psrr1	sll0007	0.40639	0
psrr1	sll0161	0.40639	0
psrr1	sll0544	0.40639	0
psrr1	sll1228	0.40639	0
psrr1	sll1442	0.40639	0
psrr1	slr0533	0.40639	0
psrr1	slr0628	0.40639	0
psrr1	slr1087	0.40639	0
psrr1	slr1608	0.40639	0
psrr1	slr2080	0.40639	0
isar1	sll0505	0.40489	0
isar1	sll1555	0.40489	0
isar1	sll1924	0.40489	0
isar1	slr0642	0.40489	0
isar1	slr1920	0.40489	0
isar1	ssl2420	0.40489	0
psrr1	sll0038	0.40489	0
psrr1	sll1089	0.40489	0
psrr1	slr0269	0.40489	0
psrr1	slr1039	0.40489	0
psrr1	slr1077	0.40489	0
psrr1	slr1145	0.40489	0
psrr1	slr1694	0.40489	0
isar1	sll0623	0.4034	0
isar1	sll0932	0.4034	0
isar1	sll1039	0.4034	0
isar1	sll1647	0.4034	0
isar1	sll1906	0.4034	0
isar1	slr0216	0.4034	0
isar1	slr0899	0.4034	0
psrr1	sll0503	0.4034	0
psrr1	sll0525	0.4034	0
psrr1	sll0668	0.4034	0
psrr1	sll1831	0.4034	0
psrr1	slr0940	0.4034	0
psrr1	slr1133	0.4034	0
psrr1	slr1706	0.4034	0
isar1	sll0168	0.4019	0
isar1	sll0257	0.4019	0
isar1	sll0644	0.4019	0
isar1	sll1435	0.4019	0
isar1	sll1737	0.4019	0
isar1	slr0440	0.4019	0
isar1	slr0480	0.4019	0
isar1	slr0881	0.4019	0
isar1	slr1927	0.4019	0
psrr1	sll0419	0.4019	0
psrr1	sll0744	0.4019	0
psrr1	sll1263	0.4019	0
psrr1	sll2009	0.4019	0
psrr1	slr0146	0.4019	0
psrr1	slr2009	0.4019	0
isar1	sll0585	0.4004	0
isar1	sll0728	0.4004	0
isar1	sll1635	0.4004	0
isar1	slr0944	0.4004	0
isar1	slr1848	0.4004	0
psrr1	sll1072	0.4004	0
psrr1	sll1409	0.4004	0
psrr1	sll1426	0.4004	0
psrr1	slr0335	0.4004	0
isar1	sll0823	0.39891	0
isar1	sll1094	0.39891	0
isar1	sll1581	0.39891	0
isar1	sll1655	0.39891	0
isar1	sll1820	0.39891	0
isar1	slr0984	0.39891	0
isar1	slr1560	0.39891	0
isar1	slr1692	0.39891	0
psrr1	sll0664	0.39891	0
psrr1	sll1234	0.39891	0
psrr1	slr1541	0.39891	0
isar1	sll0397	0.39741	0
isar1	sll0752	0.39741	0
isar1	sll0947	0.39741	0
isar1	sll1908	0.39741	0
isar1	sll2001	0.39741	0
isar1	slr0243	0.39741	0
isar1	slr0517	0.39741	0
isar1	slr1867	0.39741	0
psrr1	sll1985	0.39741	0
psrr1	slr2043	0.39741	0
psrr1	slr2121	0.39741	0
isar1	sll0828	0.39592	0
isar1	sll1280	0.39592	0
psrr1	sll0428	0.39592	0
psrr1	slr0054	0.39592	0
psrr1	slr0753	0.39592	0
psrr1	slr1090	0.39592	0
isar1	sll0479	0.39442	0
isar1	sll1074	0.39442	0
isar1	sll1390	0.39442	0
isar1	slr0793	0.39442	0
isar1	slr1443	0.39442	0
psrr1	sll0268	0.39442	0
psrr1	sll1387	0.39442	0
psrr1	sll1601	0.39442	0
psrr1	slr1169	0.39442	0
isar1	sll0696	0.39293	0
isar1	sll1222	0.39293	0
isar1	slr0239	0.39293	0
isar1	slr1065	0.39293	0
isar1	slr1285	0.39293	0
isar1	slr1971	0.39293	0
isar1	ssl3451	0.39293	0
psrr1	sll0195	0.39293	0
psrr1	sll0933	0.39293	0
psrr1	sll1730	0.39293	0
psrr1	sll1776	0.39293	0
isar1	sll1373	0.39144	0
isar1	sll1584	0.39144	0
isar1	sll1744	0.39144	0
isar1	slr0639	0.39144	0
isar1	slr1865	0.39144	0
isar1	slr2037	0.39144	0
psrr1	sll1219	0.39144	0
psrr1	sll1664	0.39144	0
psrr1	slr0327	0.39144	0
psrr1	slr0383	0.39144	0
psrr1	ssr2067	0.39144	0
isar1	sll0446	0.38994	0
isar1	sll0788	0.38994	0
isar1	sll1172	0.38994	0
isar1	sll1184	0.38994	0
isar1	sll1822	0.38994	0
isar1	slr0455	0.38994	0
psrr1	sll0224	0.38994	0
psrr1	sll0576	0.38994	0
psrr1	sll1063	0.38994	0
psrr1	sll1485	0.38994	0
psrr1	slr0856	0.38994	0
psrr1	slr1507	0.38994	0
psrr1	slr1992	0.38994	0
psrr1	ssl1263	0.38994	0
isar1	sll1119	0.38845	0
isar1	slr0401	0.38845	0
isar1	slr0528	0.38845	0
psrr1	slr0709	0.38845	0
psrr1	slr0816	0.38845	0
isar1	sll0167	0.38696	0
isar1	sll0174	0.38696	0
isar1	sll1370	0.38696	0
isar1	sll1876	0.38696	0
isar1	slr0072	0.38696	0
isar1	slr0286	0.38696	0
isar1	slr0782	0.38696	0
isar1	slr0787	0.38696	0
isar1	slr0788	0.38696	0
isar1	slr1623	0.38696	0
isar1	slr1760	0.38696	0
psrr1	sll0847	0.38696	0
psrr1	sll1330	0.38696	0
psrr1	sll1774	0.38696	0
psrr1	sll1946	0.38696	0
psrr1	slr1250	0.38696	0
psrr1	slr1615	0.38696	0
psrr1	slr2103	0.38696	0
isar1	sll0943	0.38547	0
isar1	sll1229	0.38547	0
isar1	sll1643	0.38547	0
psrr1	sll0146	0.38547	0
psrr1	slr0023	0.38547	0
isar1	sll1832	0.38398	0
isar1	slr0447	0.38398	0
isar1	slr0536	0.38398	0
isar1	slr1150	0.38398	0
isar1	slr1518	0.38398	0
psrr1	sll0382	0.38398	0
psrr1	sll0871	0.38398	0
psrr1	sll1559	0.38398	0
psrr1	slr0479	0.38398	0
psrr1	slr0823	0.38398	0
psrr1	ssr0336	0.38398	0
psrr1	ssr1256	0.38398	0
isar1	sll1387	0.38249	0
isar1	sll1770	0.38249	0
isar1	slr0545	0.38249	0
isar1	slr0813	0.38249	0
isar1	slr1917	0.38249	0
isar1	slr2095	0.38249	0
isar1	slr2135	0.38249	0
psrr1	sll1002	0.38249	0
psrr1	slr1035	0.38249	0
isar1	sll0330	0.381	0
isar1	sll0474	0.381	0
isar1	sll0539	0.381	0
isar1	sll1830	0.381	0
isar1	slr1616	0.381	0
psrr1	sll0266	0.381	0
psrr1	sll1285	0.381	0
psrr1	sll1654	0.381	0
isar1	sll0601	0.37951	0
isar1	sll0659	0.37951	0
isar1	slr0236	0.37951	0
isar1	slr0721	0.37951	0
isar1	slr1138	0.37951	0
isar1	slr1369	0.37951	0
isar1	slr1730	0.37951	0
isar1	slr1762	0.37951	0
psrr1	sll0309	0.37951	0
psrr1	sll0873	0.37951	0
psrr1	sll1292	0.37951	0
psrr1	slr0835	0.37951	0
psrr1	slr1519	0.37951	0
psrr1	ssl1552	0.37951	0
isar1	sll0017	0.37802	0
isar1	sll0525	0.37802	0
isar1	sll1786	0.37802	0
psrr1	sll0848	0.37802	0
psrr1	sll1792	0.37802	0
psrr1	slr0078	0.37802	0
psrr1	slr0082	0.37802	0
psrr1	slr1456	0.37802	0
psrr1	slr1564	0.37802	0
psrr1	slr2042	0.37802	0
isar1	sll0039	0.37653	0
isar1	sll1138	0.37653	0
isar1	sll1293	0.37653	0
isar1	slr1471	0.37653	0
isar1	slr1740	0.37653	0
psrr1	sll0228	0.37653	0
psrr1	sll0314	0.37653	0
psrr1	sll0856	0.37653	0
psrr1	sll1224	0.37653	0
psrr1	sll1709	0.37653	0
psrr1	slr0800	0.37653	0
isar1	slr0729	0.37504	0
isar1	slr1498	0.37504	0
isar1	slr1594	0.37504	0
psrr1	sll0226	0.37504	0
psrr1	slr0774	0.37504	0
isar1	sll0647	0.37356	0
isar1	sll0997	0.37356	0
isar1	sll1995	0.37356	0
isar1	slr0635	0.37356	0
isar1	ssr2711	0.37356	0
psrr1	sll1005	0.37356	0
psrr1	sll1218	0.37356	0
psrr1	sll1890	0.37356	0
psrr1	sll1915	0.37356	0
psrr1	slr1230	0.37356	0
psrr1	slr1272	0.37356	0
isar1	sll0371	0.37207	0
isar1	sll0540	0.37207	0
isar1	sll1079	0.37207	0
isar1	slr0270	0.37207	0
isar1	slr1731	0.37207	0
psrr1	sll0823	0.37207	0
psrr1	sll1543	0.37207	0
psrr1	sll1815	0.37207	0
psrr1	slr1050	0.37207	0
isar1	sll1237	0.37059	0
isar1	sll1356	0.37059	0
isar1	sll1831	0.37059	0
isar1	sll1959	0.37059	0
isar1	slr0853	0.37059	0
isar1	slr0990	0.37059	0
isar1	slr1431	0.37059	0
isar1	slr1911	0.37059	0
psrr1	sll1749	0.37059	0
isar1	slr1177	0.36911	0
isar1	slr1232	0.36911	0
isar1	slr1665	0.36911	0
psrr1	sll0194	0.36911	0
psrr1	sll0711	0.36911	0
psrr1	sll0760	0.36911	0
psrr1	sll0783	0.36911	0
psrr1	sll0817	0.36911	0
psrr1	slr0393	0.36911	0
psrr1	slr1991	0.36911	0
isar1	sll0063a	0.36762	0
isar1	sll0240	0.36762	0
isar1	sll1590	0.36762	0
isar1	slr1240	0.36762	0
isar1	slr2073	0.36762	0
isar1	ssl1046	0.36762	0
isar1	ssr1038	0.36762	0
psrr1	sll0282	0.36762	0
psrr1	sll1261	0.36762	0
psrr1	slr0245	0.36762	0
psrr1	slr0841	0.36762	0
psrr1	ssr2754	0.36762	0
isar1	sll1071	0.36614	0
isar1	sll1717	0.36614	0
isar1	slr0083	0.36614	0
isar1	slr0353	0.36614	0
psrr1	sll1017	0.36614	0
psrr1	slr0379	0.36614	0
psrr1	slr1906	0.36614	0
psrr1	slr2125	0.36614	0
isar1	sll0100	0.36466	0
isar1	sll0252	0.36466	0
isar1	sll1348	0.36466	0
isar1	sll1543	0.36466	0
isar1	slr0169	0.36466	0
isar1	slr1379	0.36466	0
isar1	slr1827	0.36466	0
isar1	slr1866	0.36466	0
isar1	ssl0242	0.36466	0
psrr1	sll1643	0.36466	0
psrr1	sll1876	0.36466	0
psrr1	slr0091	0.36466	0
psrr1	slr0211	0.36466	0
psrr1	slr1596	0.36466	0
isar1	sll1132	0.36318	0
isar1	sll1747	0.36318	0
isar1	slr0040	0.36318	0
isar1	slr0923	0.36318	0
isar1	slr1556	0.36318	0
psrr1	sll1394	0.36318	0
psrr1	sll1545	0.36318	0
psrr1	sll1931	0.36318	0
psrr1	slr1909	0.36318	0
isar1	sll0441	0.3617	0
isar1	sll0910	0.3617	0
isar1	sll0911	0.3617	0
isar1	sll1173	0.3617	0
isar1	ssl0787	0.3617	0
psrr1	sll0442	0.3617	0
psrr1	sll1189	0.3617	0
psrr1	sll1434	0.3617	0
psrr1	slr1918	0.3617	0
psrr1	ssl0564	0.3617	0
isar1	sll0064	0.36022	0
isar1	sll0384	0.36022	0
isar1	sll0764	0.36022	0
isar1	sll0851	0.36022	0
isar1	slr1463	0.36022	0
psrr1	sll1107	0.36022	0
psrr1	slr0285	0.36022	0
psrr1	slr1421	0.36022	0
psrr1	slr2072	0.36022	0
psrr1	ssl2920	0.36022	0
isar1	sll0454	0.35874	0
isar1	sll1001	0.35874	0
isar1	slr1434	0.35874	0
isar1	slr1508	0.35874	0
psrr1	slr0112	0.35874	0
psrr1	slr1167	0.35874	0
psrr1	ssr1558	0.35874	0
isar1	sll0230	0.35727	0
isar1	sll1284	0.35727	0
isar1	sll1552	0.35727	0
isar1	sll1891	0.35727	0
isar1	slr0151	0.35727	0
isar1	slr0952	0.35727	0
isar1	slr1104	0.35727	0
isar1	slr1206	0.35727	0
isar1	slr1281	0.35727	0
isar1	slr1365	0.35727	0
isar1	slr2121	0.35727	0
psrr1	sll0595	0.35727	0
psrr1	slr0523	0.35727	0
psrr1	slr0868	0.35727	0
isar1	sll1196	0.35579	0
isar1	sll1415	0.35579	0
isar1	slr0556	0.35579	0
psrr1	sll0925	0.35579	0
psrr1	sll1673	0.35579	0
psrr1	slr0536	0.35579	0
isar1	sll0078	0.35432	0
isar1	sll0218	0.35432	0
isar1	sll0762	0.35432	0
isar1	slr0600	0.35432	0
isar1	slr0950	0.35432	0
isar1	slr1736	0.35432	0
isar1	slr1923	0.35432	0
psrr1	sll1813	0.35432	0
psrr1	slr0121	0.35432	0
psrr1	slr1024	0.35432	0
isar1	sll0245	0.35284	0
isar1	slr0406	0.35284	0
isar1	slr1596	0.35284	0
isar1	slr1643	0.35284	0
psrr1	sll0063	0.35284	0
psrr1	slr1540	0.35284	0
isar1	sll0042	0.35137	0
isar1	sll0297	0.35137	0
isar1	sll0394	0.35137	0
isar1	sll1807	0.35137	0
isar1	slr0783	0.35137	0
isar1	slr0882	0.35137	0
isar1	ssl3573	0.35137	0
psrr1	sll1579	0.35137	0
psrr1	slr0304	0.35137	0
psrr1	slr1627	0.35137	0
isar1	sll0182	0.3499	0
isar1	sll0765	0.3499	0
isar1	sll1011	0.3499	0
isar1	sll1868	0.3499	0
isar1	slr0051	0.3499	0
