sRNA	mRNA	CopraRNA_Score	Class
arcz	lrha	0.99735	0
dsra	aroh	0.99735	0
rpra	ybjd	0.99735	0
micc	ypfj	0.99733	0
rybb	pand	0.99733	0
spf	csid	0.99733	0
arcz	lptb	0.99732	0
micc	riml	0.99732	0
omra	arob	0.99732	0
rpra	fepa	0.99732	0
cyar	tmca	0.99731	0
cyar	yden	0.99731	0
spf	yfek	0.99731	0
glmz	yafs	0.9973	0
omrb	fryc	0.9973	0
rpra	pspc	0.9973	0
dsra	gmhb	0.99729	0
fnrs	hrpa	0.99728	0
istr	thya	0.99728	0
micc	nlpe	0.99728	0
rpra	livf	0.99728	0
arcz	bcp	0.99727	0
mica	dmlr	0.99727	0
micc	ugpc	0.99727	0
oxys	pflb	0.99726	0
fnrs	yhgf	0.99725	0
dsra	gpt	0.99724	0
mica	lrp	0.99724	0
spf	pria	0.99724	0
spf	ycdx	0.99724	0
sgrs	ptsi	0.99723	1
cyar	cpsb	0.99722	0
cyar	cybb	0.99722	0
rpra	gpr	0.99721	0
cyar	yobh	0.9972	0
dsra	hiss	0.9972	0
fnrs	gcvt	0.9972	0
cyar	nagz	0.99719	0
glmz	rplv	0.99719	0
rpra	flis	0.99719	0
rybb	rpld	0.99718	0
cyar	lnt	0.99717	0
dsra	yfal	0.99717	0
cyar	yjju	0.99716	0
mcas	eutr	0.99716	0
rybb	frlb	0.99716	0
arcz	rhle	0.99715	0
arcz	wcaa	0.99715	0
mica	pdxh	0.99715	0
ryhb	ruvc	0.99715	0
sgrs	dtd	0.99715	0
spf	ybhc	0.99715	0
cyar	lpxp	0.99713	0
fnrs	abga	0.99713	0
micc	rpld	0.99712	0
rpra	yjei	0.99712	0
oxys	pyrg	0.99711	0
rpra	yfex	0.99711	0
gcvb	livj	0.9971	1
istr	slya	0.9971	0
rpra	yidq	0.9971	0
micf	ychh	0.99709	0
arcz	yajr	0.99708	0
glmz	atpc	0.99708	0
rsex	atpb	0.99708	0
fnrs	ydfg	0.99706	0
mcas	yeay	0.99706	0
sgrs	yrar	0.99706	0
ryhb	cpda	0.99705	0
dsra	ispa	0.99703	0
cyar	gspg	0.99702	0
oxys	glgp	0.99702	0
rpra	adk	0.99702	0
ryhb	kdpa	0.99702	0
arcz	hydn	0.99701	0
fnrs	ynce	0.99701	0
omrb	acrb	0.99701	0
omrb	yadh	0.99701	0
mica	glga	0.99699	0
ryhb	zapb	0.99699	0
gcvb	gdha	0.99698	0
gcvb	livh	0.99698	0
omrb	fhuc	0.99698	0
rybb	rzpd	0.99698	0
rybb	yggr	0.99698	0
arcz	glgb	0.99697	0
glmz	nuom	0.99697	0
ryhb	ldte	0.99697	0
arcz	guac	0.99696	0
rybb	cadb	0.99696	0
rydc	waac	0.99696	0
arcz	yigb	0.99695	0
sgrs	alsk	0.99695	0
mica	pepq	0.99694	0
omrb	mtla	0.99694	0
chix	ydbj	0.99693	0
oxys	rsxb	0.99693	0
rpra	pric	0.99693	0
chix	cydc	0.99692	0
ryhb	cybb	0.99692	0
mica	fepa	0.99691	0
cyar	yfcz	0.9969	0
rybb	purt	0.9969	0
cyar	bamd	0.99689	0
cyar	csga	0.99689	0
gcvb	thif	0.99689	0
rybb	yafk	0.99689	0
spf	fucp	0.99689	0
spf	mhpt	0.99689	0
rpra	poxb	0.99688	0
ryhb	asnc	0.99688	0
fnrs	frmr	0.99687	0
oxys	yobf	0.99686	0
rpra	yaer	0.99686	0
ryhb	carb	0.99686	0
arcz	pand	0.99685	0
dsra	ycho	0.99685	0
glmz	yaiw	0.99685	0
micf	rzpq	0.99685	0
spf	rlma	0.99685	0
micf	hold	0.99684	0
dsra	ybam	0.99683	0
gcvb	glnh	0.99683	0
micc	dnag	0.99683	0
ryhb	ygiq	0.99683	0
dsra	bass	0.99682	0
gcvb	dnaq	0.99682	0
rpra	yaep	0.99682	0
gcvb	ftsi	0.99681	0
glmz	livf	0.9968	0
micf	dmsc	0.9968	0
oxys	atpi	0.9968	0
gcvb	yifk	0.99678	0
micc	ydhr	0.99678	0
rpra	slyb	0.99678	0
spf	cora	0.99678	0
arcz	eamb	0.99676	0
spf	ylii	0.99676	0
fnrs	lysr	0.99675	0
omra	yigb	0.99674	0
rybb	oppa	0.99674	0
spf	ybjo	0.99674	0
cyar	luxs	0.99673	1
rsex	yeed	0.99673	0
arcz	mak	0.99672	0
cyar	rpsm	0.99672	0
gcvb	sgbh	0.99672	0
glmz	coaa	0.99671	0
fnrs	pota	0.9967	0
chix	agav	0.99669	0
fnrs	emta	0.99669	0
gcvb	smpb	0.99669	0
dsra	pspb	0.99668	0
rpra	ptrb	0.99668	0
rsex	fsab	0.99668	0
sgrs	pata	0.99668	0
fnrs	uspb	0.99667	0
dsra	trub	0.99666	0
dsra	ygac	0.99666	0
fnrs	flic	0.99666	0
gcvb	yabi	0.99666	0
mcas	patd	0.99666	0
rybb	ansp	0.99666	0
gcvb	gsib	0.99665	0
spf	rcsc	0.99665	0
cyar	nirc	0.99664	0
spf	ycbz	0.99664	0
arcz	sdha	0.99663	0
chix	matp	0.99662	0
cyar	yeis	0.99662	0
dsra	osme	0.99662	0
rpra	yqjd	0.99662	0
fnrs	alld	0.99661	0
istr	purn	0.99661	0
fnrs	yebg	0.9966	0
spf	hyab	0.9966	0
chix	cyse	0.99659	0
mica	ndk	0.99659	0
cyar	hisa	0.99658	0
fnrs	ribe	0.99658	0
micc	thra	0.99658	0
micf	purt	0.99658	0
rybb	nrdd	0.99658	0
ryhb	rham	0.99658	0
ryhb	yeca	0.99658	0
dsra	clpa	0.99657	0
fnrs	yhbv	0.99657	0
omra	rpls	0.99657	0
omra	ypeb	0.99657	0
rpra	lexa	0.99657	0
rpra	nrdr	0.99657	0
rybb	yjjb	0.99657	0
spf	nuoj	0.99657	0
gcvb	nemr	0.99656	0
mcas	prkb	0.99656	0
oxys	exut	0.99656	0
spf	ybcj	0.99656	0
arcz	infb	0.99655	0
gcvb	nane	0.99655	0
mica	citx	0.99655	0
rpra	yjff	0.99655	0
ryhb	chey	0.99655	0
arcz	mlaa	0.99654	0
chix	amid	0.99654	0
micc	pepa	0.99654	0
fnrs	ytfr	0.99653	0
istr	taub	0.99653	0
arcz	dcyd	0.99652	0
arcz	zur	0.99652	0
dsra	nusb	0.99652	0
ryhb	ugpb	0.99652	0
chix	hisg	0.9965	0
fnrs	prop	0.9965	0
glmz	fes	0.9965	0
fnrs	ilvi	0.99649	0
rydc	fadr	0.99649	0
sgrs	sapb	0.99649	0
gcvb	ybij	0.99648	0
istr	yhah	0.99648	0
rydc	ptrb	0.99648	0
rydc	wecc	0.99648	0
sgrs	tils	0.99648	0
dsra	spot	0.99647	0
istr	yeac	0.99647	0
gcvb	pepp	0.99646	0
rybb	tsx	0.99646	0
oxys	ybit	0.99645	0
rybb	hokc	0.99645	0
spf	spea	0.99644	0
dsra	cusr	0.99643	0
dsra	dksa	0.99643	0
omrb	yoba	0.99643	0
cyar	sfmh	0.99641	0
glmz	yfcz	0.99641	0
omrb	yjir	0.99641	0
spf	yihi	0.99641	0
mcas	dgt	0.9964	0
omra	prfb	0.9964	0
gcvb	yjgm	0.99639	0
istr	gntu	0.99639	0
rsex	bglf	0.99639	0
micf	dgor	0.99638	0
fnrs	yddg	0.99637	0
dsra	dgod	0.99635	0
fnrs	yhbp	0.99635	0
mcas	yehm	0.99635	0
ryhb	yhev	0.99635	0
sgrs	kdud	0.99635	0
cyar	nuob	0.99634	0
fnrs	cdar	0.99634	0
rpra	moea	0.99634	0
rsex	proq	0.99634	0
gcvb	ispa	0.99632	0
rpra	rhta	0.99632	0
sgrs	atod	0.99632	0
rpra	bioa	0.99631	0
fnrs	tusb	0.9963	0
spf	ydjm	0.9963	0
gcvb	trpe	0.99628	0
micc	yidc	0.99628	0
rybb	agar	0.99628	0
sgrs	zape	0.99628	0
spf	yfca	0.99628	0
omrb	ddpb	0.99626	0
arcz	proc	0.99625	0
glmz	acph	0.99625	0
spf	ycej	0.99625	0
cyar	aspc	0.99624	0
cyar	pppa	0.99624	0
gcvb	ftsa	0.99624	0
gcvb	ftsl	0.99624	0
istr	hypf	0.99624	0
rybb	lrp	0.99624	0
cyar	ygge	0.99623	0
dsra	ruvb	0.99623	0
glmz	elaa	0.99623	0
arcz	glyq	0.99622	0
gcvb	dtpd	0.99622	0
arcz	yfhm	0.99621	0
omrb	yeih	0.99621	0
glmz	oxc	0.9962	0
istr	viaa	0.9962	0
omra	dgka	0.9962	0
micc	yiid	0.99619	0
sgrs	rlmi	0.99618	0
cyar	mraz	0.99617	0
micf	atpi	0.99617	0
rpra	gark	0.99616	0
spf	wrba	0.99616	0
arcz	ahpf	0.99615	0
omrb	rpls	0.99615	0
gcvb	mpaa	0.99614	0
micc	yqef	0.99614	0
rybb	glys	0.99614	0
cyar	ybgo	0.99613	0
spf	ygji	0.99612	0
gcvb	ldta	0.99611	0
istr	murd	0.99611	0
micc	zapc	0.9961	0
micf	dppd	0.9961	0
micc	yaii	0.99609	0
fnrs	cydx	0.99608	0
micc	yeae	0.99608	0
glmz	rrrq	0.99606	0
ryhb	yhdu	0.99606	0
sgrs	ybff	0.99606	0
fnrs	ggt	0.99605	0
omra	fryc	0.99605	0
cyar	ansa	0.99604	0
istr	hisf	0.99604	0
rpra	rlmg	0.99604	0
rpra	tonb	0.99604	0
spf	qued	0.99603	0
arcz	codb	0.99602	0
arcz	liga	0.99602	0
chix	hflc	0.99601	0
micc	ybay	0.99601	0
rybb	yfdc	0.99601	0
gcvb	flis	0.996	0
gcvb	rutf	0.996	0
spf	trxc	0.996	0
gcvb	sbcb	0.99599	0
rpra	yrar	0.99599	0
rybb	meps	0.99599	0
glmz	yecm	0.99597	0
mcas	ptrb	0.99597	0
fnrs	pdxy	0.99596	0
spf	chbb	0.99596	0
chix	mdtc	0.99595	0
fnrs	cyse	0.99595	0
fnrs	eutb	0.99595	0
mica	secf	0.99595	0
istr	gyra	0.99594	0
dsra	oppb	0.99593	0
mcas	yfdq	0.99593	0
micc	ulaf	0.99592	0
sgrs	ypfg	0.99592	0
spf	metl	0.99592	0
micc	tord	0.99591	0
rybb	moba	0.99591	0
istr	ybhq	0.9959	0
omra	rbn	0.99589	0
ryhb	atpi	0.99589	0
dsra	phea	0.99588	0
rpra	cpxr	0.99588	0
rpra	pncb	0.99588	0
micf	ydhb	0.99587	0
cyar	psut	0.99586	0
fnrs	mhpt	0.99586	0
gcvb	rlmd	0.99586	0
oxys	acrb	0.99586	0
istr	fsab	0.99585	0
mcas	yfcc	0.99585	0
gcvb	puta	0.99584	0
rpra	tamb	0.99584	0
omra	eutr	0.99583	0
spf	pand	0.99583	0
spf	yghu	0.99583	0
micf	ilvd	0.99582	0
rybb	cira	0.99582	0
chix	yieh	0.99581	0
cyar	yeih	0.99581	0
omra	mipa	0.99581	0
spf	moaa	0.99581	0
cyar	fear	0.9958	0
gcvb	yaii	0.9958	0
rpra	leue	0.99579	0
spf	malx	0.99578	0
gcvb	ybez	0.99577	0
glmz	yjdi	0.99576	0
gcvb	secf	0.99575	0
cyar	cmob	0.99574	0
fnrs	rpia	0.99574	0
mcas	yfdv	0.99574	0
spf	lysa	0.99574	0
oxys	rplv	0.99573	0
micc	ftsa	0.99572	0
oxys	murg	0.99572	0
arcz	panf	0.9957	0
gcvb	atpg	0.9957	0
gcvb	dusa	0.9957	0
gcvb	ybiw	0.9957	0
mcas	hycd	0.99569	0
micf	qora	0.99569	0
ryhb	yjbj	0.99569	0
glmz	nary	0.99566	0
spf	cbra	0.99565	0
arcz	talb	0.99564	0
omra	frlb	0.99564	0
omra	yqjd	0.99562	0
dsra	tnaa	0.99561	0
rpra	flgl	0.99561	0
mica	ftsq	0.9956	0
chix	arok	0.99559	0
istr	pepn	0.99559	0
mica	zitb	0.99559	0
rybb	yhcc	0.99559	0
spf	araa	0.99559	0
cyar	yadn	0.99557	0
fnrs	csie	0.99557	0
spf	prkb	0.99557	0
fnrs	sodb	0.99556	1
arcz	yian	0.99555	0
mcas	gluq	0.99554	0
rpra	dusb	0.99554	0
arcz	gspf	0.99552	0
ryhb	yhbe	0.99552	0
spf	yegd	0.99552	0
omrb	many	0.9955	0
rpra	msck	0.99549	0
rpra	lsrb	0.99548	0
rpra	narp	0.99548	0
rpra	yphh	0.99548	0
rpra	baer	0.99547	0
dsra	ydiy	0.99546	0
fnrs	pqib	0.99546	0
fnrs	ybcm	0.99546	0
arcz	yjei	0.99544	0
fnrs	pdxb	0.99543	0
fnrs	yqib	0.99543	0
micc	asnb	0.99542	0
rpra	lacy	0.99541	0
chix	cyss	0.9954	0
rpra	yiaf	0.9954	0
arcz	ynfk	0.99539	0
rpra	ompr	0.99539	0
fnrs	yeaq	0.99538	0
glmz	rcna	0.99538	0
rybb	adhe	0.99538	0
sgrs	gros	0.99538	0
rybb	tqsa	0.99537	0
sgrs	ftsx	0.99537	0
dsra	yajc	0.99536	0
rybb	mend	0.99536	0
fnrs	argp	0.99535	0
spf	dhak	0.99534	0
ryhb	ycap	0.99533	0
sgrs	riba	0.99533	0
arcz	cyss	0.99532	0
mica	phop	0.99532	1
rpra	slyd	0.99532	0
ryhb	cyse	0.99532	1
dsra	rhas	0.99531	0
micf	paah	0.99531	0
spf	fadh	0.99531	0
mcas	mcrc	0.9953	0
rpra	torr	0.9953	0
glmz	rlud	0.99529	0
micc	hyab	0.99529	0
oxys	mog	0.99528	0
spf	meph	0.99527	0
chix	fabg	0.99526	0
cyar	kdsd	0.99526	0
mcas	pntb	0.99526	0
omrb	yigb	0.99525	0
rpra	cysz	0.99525	0
ryhb	fumb	0.99524	0
rpra	rlud	0.99523	0
rpra	ung	0.99523	0
arcz	yhbt	0.99522	0
micf	aaer	0.99522	0
omrb	ybae	0.99522	0
ryhb	yhet	0.99522	0
arcz	aes	0.99521	0
omrb	ecpc	0.99521	0
arcz	ada	0.9952	0
istr	bglj	0.9952	0
spf	coad	0.9952	0
arcz	yjin	0.99519	0
cyar	pcm	0.99519	0
cyar	yfdv	0.99519	0
rpra	teha	0.99519	0
arcz	mgla	0.99517	0
rydc	gale	0.99517	0
arcz	mlae	0.99516	0
fnrs	aaex	0.99516	0
glmz	accc	0.99516	0
oxys	yqib	0.99516	0
cyar	nuom	0.99515	0
gcvb	rhta	0.99515	0
sgrs	flgh	0.99515	0
chix	ynja	0.99514	0
gcvb	prox	0.99514	0
rybb	adhp	0.99514	0
mcas	fhuc	0.99511	0
spf	ints	0.99511	0
mica	fliq	0.9951	0
rpra	chbr	0.9951	0
arcz	atpd	0.99509	0
rsex	yhjd	0.99507	0
cyar	pgpc	0.99506	0
gcvb	ybdm	0.99506	0
rybb	acef	0.99506	0
gcvb	ptrb	0.99505	0
ryhb	cuer	0.99505	0
cyar	roxa	0.99504	0
fnrs	ybjd	0.99504	0
omra	maeb	0.99504	0
rsex	lrp	0.99504	0
rsex	ydga	0.99504	0
rydc	betb	0.99504	0
fnrs	hrpb	0.99503	0
omra	btur	0.99503	0
spf	ddlb	0.99503	0
omrb	rcnb	0.99502	0
fnrs	lsrg	0.99501	0
rpra	acnb	0.99501	0
rpra	trxb	0.99501	0
spf	waaa	0.99501	0
istr	ddpb	0.995	0
rpra	ribf	0.995	0
sgrs	acef	0.995	0
arcz	murc	0.99499	0
micc	yifk	0.99499	0
arcz	srle	0.99498	0
cyar	fadi	0.99498	0
cyar	pdxj	0.99498	0
glmz	chbr	0.99498	0
sgrs	malz	0.99498	0
spf	yfir	0.99498	0
chix	viaa	0.99497	0
glmz	cydb	0.99497	0
mica	cnu	0.99496	0
fnrs	kdsb	0.99495	0
micc	amtb	0.99495	0
oxys	wcab	0.99495	0
mcas	hyce	0.99494	0
sgrs	uhpt	0.99493	0
arcz	dacb	0.99492	0
istr	murp	0.99492	0
istr	prmc	0.99492	0
omrb	bass	0.99492	0
fnrs	baca	0.99491	0
rpra	cada	0.99491	0
rybb	rpos	0.99491	0
rybb	ffh	0.9949	0
arcz	ltae	0.99489	0
gcvb	leua	0.99489	0
istr	cdsa	0.99489	0
istr	pyri	0.99489	0
micf	bola	0.99489	0
ryhb	hypb	0.99489	0
spf	thie	0.99489	0
cyar	chbr	0.99488	0
micf	yeed	0.99488	0
rpra	yfgm	0.99488	0
cyar	clpp	0.99487	0
omrb	crec	0.99485	0
rpra	nrdb	0.99485	0
ryhb	fhud	0.99485	0
gcvb	ybey	0.99484	0
mica	uxaa	0.99484	0
micf	grpe	0.99484	0
cyar	dacc	0.99483	0
gcvb	arof	0.99483	0
mcas	yjbh	0.99483	0
ryhb	ilvi	0.99483	0
mica	yjch	0.99482	0
omra	ydde	0.99482	0
arcz	ttdr	0.99481	0
fnrs	arnd	0.99481	0
omrb	rplp	0.99481	0
rydc	enth	0.99481	0
spf	yiac	0.99481	0
glmz	pqib	0.9948	0
oxys	rple	0.9948	0
spf	hslu	0.9948	0
arcz	hflk	0.99479	0
dsra	trpe	0.99478	0
omrb	ydas	0.99478	0
oxys	asd	0.99478	0
spf	flia	0.99478	0
gcvb	ybgc	0.99477	0
chix	moae	0.99476	0
gcvb	yjji	0.99476	0
rybb	yfgm	0.99476	0
fnrs	dapb	0.99475	0
gcvb	flgm	0.99475	0
cyar	rimp	0.99474	0
istr	fola	0.99474	0
cyar	ompa	0.99473	0
spf	rnt	0.99473	0
glmz	bira	0.99472	0
omra	trml	0.99472	0
fnrs	yhcc	0.99471	0
gcvb	mukb	0.99471	0
omra	yejm	0.99471	0
rpra	ybak	0.99471	0
ryhb	erpa	0.99471	1
fnrs	djla	0.99469	0
gcvb	cdd	0.99469	0
omra	isca	0.99469	0
gcvb	lgod	0.99467	0
istr	glpb	0.99467	0
rpra	malp	0.99467	0
gcvb	chew	0.99466	0
micc	fdni	0.99466	0
micf	yhfw	0.99466	0
micc	insg	0.99465	0
micc	yhbe	0.99465	0
cyar	rffh	0.99463	0
oxys	ydgj	0.99463	0
dsra	ynee	0.99462	0
glmz	hofq	0.99462	0
oxys	mtn	0.99462	0
cyar	hyce	0.99461	0
glmz	ydhf	0.99461	0
mcas	yfjx	0.99461	0
rpra	pure	0.99461	0
oxys	pqib	0.9946	0
rybb	yfjd	0.9946	0
sgrs	ygif	0.9946	0
fnrs	dusb	0.99459	0
istr	sufc	0.99459	0
rydc	cfa	0.99458	0
rydc	yajo	0.99458	0
cyar	rsxb	0.99457	0
dsra	flgb	0.99456	0
fnrs	frwb	0.99456	0
gcvb	nadk	0.99456	0
rpra	anmk	0.99456	0
cyar	ppx	0.99455	0
arcz	pgl	0.99454	0
rpra	rava	0.99454	0
rpra	yrai	0.99454	0
rybb	thra	0.99454	0
spf	yhco	0.99454	0
arcz	euta	0.99453	0
arcz	phoq	0.99453	0
rpra	clsa	0.99453	0
glmz	tord	0.99452	0
omrb	arog	0.99451	0
arcz	ybey	0.99449	0
rybb	ftsl	0.99449	0
ryhb	yicn	0.99449	0
rsex	ymfl	0.99448	0
ryhb	yiam	0.99448	0
glmz	cynt	0.99447	0
fnrs	loip	0.99446	0
glmz	nikc	0.99446	0
mica	tcda	0.99446	0
cyar	maly	0.99445	0
dsra	fade	0.99445	0
gcvb	cysj	0.99445	0
mcas	rpmd	0.99445	0
mica	wza	0.99445	0
omra	eutq	0.99445	0
rydc	ubib	0.99445	0
rpra	trps	0.99444	0
cyar	yqjg	0.99443	0
fnrs	yobb	0.99443	0
gcvb	hold	0.99441	0
ryhb	msrb	0.99441	0
dsra	yjce	0.9944	0
gcvb	ihfb	0.9944	0
istr	bdca	0.9944	0
omrb	lysa	0.9944	0
ryhb	hfld	0.9944	0
spf	tyrs	0.9944	0
arcz	fau	0.99439	0
mica	lpxt	0.99439	0
ryhb	fis	0.99439	0
spf	ygjp	0.99439	0
fnrs	trmj	0.99438	0
omrb	rnha	0.99438	0
rpra	ftsp	0.99438	0
ryhb	exbd	0.99438	0
sgrs	mazg	0.99438	0
sgrs	ptsp	0.99438	0
gcvb	rlud	0.99437	0
micf	glpq	0.99437	0
rybb	rssa	0.99437	0
ryhb	ssuc	0.99437	0
arcz	fdni	0.99436	0
rybb	ppc	0.99436	0
arcz	thrc	0.99435	0
mica	yche	0.99435	0
sgrs	yegq	0.99435	0
chix	udp	0.99434	0
fnrs	uxua	0.99434	0
rsex	pyri	0.99434	0
sgrs	flhe	0.99434	0
rsex	euth	0.99433	0
dsra	dnab	0.99431	0
micf	rluc	0.99431	0
rpra	minc	0.99431	0
rybb	yegu	0.99431	0
sgrs	yeda	0.99431	0
fnrs	maly	0.9943	0
micc	gsia	0.9943	0
omrb	fdni	0.9943	0
omra	sdhb	0.99429	0
istr	asnb	0.99428	0
mcas	flgd	0.99428	0
omrb	dnax	0.99428	0
arcz	amid	0.99427	0
glmz	higb	0.99427	0
glmz	ytjb	0.99427	0
omrb	dfp	0.99426	0
arcz	ggt	0.99425	0
cyar	yfbu	0.99425	0
gcvb	glrr	0.99425	0
gcvb	mgrb	0.99424	0
arcz	pfld	0.99422	0
mcas	mlad	0.99422	0
ryhb	yeez	0.99422	0
chix	gsha	0.99421	0
omrb	rutb	0.99421	0
rybb	ompw	0.99421	1
rpra	idi	0.9942	0
rybb	gltl	0.99419	0
rybb	ugpc	0.99419	0
ryhb	dcua	0.99419	0
cyar	rpoh	0.99418	0
rsex	rrab	0.99418	0
rydc	yqge	0.99418	0
dsra	yfed	0.99417	0
fnrs	yggx	0.99417	0
gcvb	umud	0.99417	0
cyar	yabi	0.99415	0
fnrs	psuk	0.99415	0
istr	dmsc	0.99415	0
micc	yhjg	0.99415	0
dsra	higb	0.99414	0
glmz	argh	0.99414	0
mcas	yhbe	0.99414	0
ryhb	ytfp	0.99414	0
glmz	recq	0.99412	0
mcas	adk	0.99412	0
omrb	emrb	0.99412	0
rpra	yccu	0.99412	0
ryhb	malq	0.99412	0
cyar	yghb	0.99411	0
omra	slya	0.99411	0
chix	rcsa	0.9941	0
fnrs	cydd	0.9941	1
mica	ubij	0.9941	0
cyar	sapd	0.99409	0
istr	ilvy	0.99409	0
rpra	yfdq	0.99409	0
rybb	ybbw	0.99409	0
arcz	cyay	0.99408	0
arcz	erpa	0.99408	0
fnrs	yhde	0.99408	0
micc	hsds	0.99408	0
rpra	yhfa	0.99408	0
rsex	ldta	0.99408	0
sgrs	prib	0.99408	0
arcz	held	0.99406	0
fnrs	mltb	0.99406	0
mica	argr	0.99406	0
omra	prea	0.99406	0
mcas	ycia	0.99405	0
mica	arac	0.99405	0
fnrs	fdoi	0.99404	0
spf	glpd	0.99404	0
mcas	ygbl	0.99403	0
micc	pyrc	0.99403	0
rybb	ybhd	0.99403	0
spf	recr	0.99403	0
arcz	yobd	0.99402	0
fnrs	dsbd	0.99402	0
istr	alda	0.99401	0
arcz	ydja	0.994	0
gcvb	nlpd	0.994	0
arcz	xseb	0.99399	0
omrb	cysb	0.99399	0
oxys	trpe	0.99399	0
ryhb	fuma	0.99399	1
gcvb	ilve	0.99398	0
istr	yjbg	0.99398	0
mica	yafj	0.99398	0
sgrs	yjih	0.99397	0
fnrs	yjjg	0.99396	0
gcvb	hisq	0.99396	0
mcas	degq	0.99396	0
micf	recq	0.99396	0
glmz	ftnb	0.99394	0
mcas	ybal	0.99394	0
rsex	zntr	0.99394	0
fnrs	yaax	0.99393	0
gcvb	queg	0.99393	0
istr	btur	0.99392	0
ryhb	skp	0.99392	0
arcz	pare	0.99391	0
arcz	trpa	0.99389	0
rybb	recq	0.99389	0
spf	ybge	0.99389	0
gcvb	biob	0.99388	0
omrb	isca	0.99388	0
oxys	yebw	0.99388	0
spf	hint	0.99388	0
chix	pssa	0.99387	0
istr	trmd	0.99387	0
rpra	yaii	0.99387	0
sgrs	rhtb	0.99387	0
fnrs	yfdc	0.99386	0
rybb	dgoa	0.99385	0
sgrs	rbsc	0.99385	0
cyar	pgaa	0.99384	0
mica	ybhb	0.99384	0
spf	nudk	0.99384	0
omrb	rhsd	0.99383	0
glmz	aceb	0.99382	0
rpra	rsfs	0.99382	0
mcas	rhmd	0.9938	0
dsra	ydhi	0.99379	0
fnrs	ghrb	0.99378	0
spf	clpa	0.99378	0
spf	nsrr	0.99377	0
mcas	pfka	0.99376	0
omra	hflk	0.99376	0
spf	ygge	0.99376	0
cyar	yceb	0.99375	0
sgrs	mlaf	0.99375	0
fnrs	ccmh	0.99374	0
rpra	yafv	0.99374	0
micc	euth	0.99373	0
micc	rpsm	0.99372	0
rpra	cueo	0.99372	0
spf	betb	0.99372	0
arcz	ydje	0.99371	0
dsra	mtga	0.9937	0
micf	yddg	0.9937	0
omrb	ybal	0.9937	0
rybb	tag	0.9937	0
rybb	ycjx	0.9937	0
fnrs	phni	0.99369	0
fnrs	yfil	0.99369	0
rydc	gadc	0.99369	0
istr	kdgk	0.99368	0
dsra	btue	0.99367	0
gcvb	ansp	0.99367	0
gcvb	rsme	0.99367	0
omra	plap	0.99367	0
sgrs	moba	0.99367	0
gcvb	hns	0.99366	0
spf	yibi	0.99366	0
cyar	ybib	0.99365	0
fnrs	yecn	0.99365	0
mica	ycgv	0.99365	0
micf	argp	0.99365	0
rydc	mdth	0.99365	0
omrb	guaa	0.99363	0
fnrs	mqo	0.99362	0
istr	ppdb	0.99361	0
micc	mlta	0.99361	0
rpra	laci	0.99361	0
istr	plsb	0.9936	0
spf	mgta	0.99359	0
micf	zapc	0.99358	0
omra	hupb	0.99358	0
rpra	mukb	0.99357	0
arcz	rof	0.99356	0
omra	zrap	0.99356	0
rpra	yahk	0.99356	0
mcas	pepd	0.99355	0
ryhb	leub	0.99355	0
fnrs	artp	0.99354	0
rybb	wzze	0.99354	0
gcvb	acnb	0.99353	0
omra	iap	0.99353	0
fnrs	kbaz	0.99352	0
rpra	tmca	0.99352	0
cyar	sdia	0.99351	0
fnrs	hupb	0.99351	0
mica	fkpa	0.99351	0
chix	flie	0.9935	0
mica	rplo	0.9935	0
spf	ygaz	0.9935	0
arcz	ubij	0.99349	0
gcvb	malf	0.99348	0
rsex	yqga	0.99347	0
spf	ilvd	0.99347	0
dsra	tyrr	0.99345	0
gcvb	aer	0.99345	0
omra	speg	0.99345	0
rpra	rhad	0.99345	0
spf	sfmd	0.99345	0
rpra	degp	0.99344	0
rpra	yqfb	0.99343	0
sgrs	amya	0.99343	0
sgrs	mdtp	0.99341	0
cyar	cobs	0.99338	0
spf	nuol	0.99338	0
arcz	fsaa	0.99337	0
micc	purr	0.99337	0
arcz	nudl	0.99336	0
mica	moba	0.99336	0
rpra	rpss	0.99336	0
fnrs	yaaj	0.99335	0
arcz	ybdl	0.99334	0
micc	fkpa	0.99334	0
rpra	dgor	0.99334	0
rybb	kbl	0.99334	0
cyar	infb	0.99333	0
gcvb	ffh	0.99333	0
oxys	ppc	0.99333	0
spf	gloa	0.99333	0
dsra	cysm	0.99331	0
gcvb	dps	0.99331	0
omra	hicb	0.99331	0
omra	ybae	0.99331	0
rsex	lplt	0.9933	0
micc	atpb	0.99329	0
arcz	clpa	0.99328	0
gcvb	yraj	0.99327	0
rsex	yfcr	0.99327	0
arcz	suhb	0.99326	0
mica	yfhm	0.99326	0
omrb	mipa	0.99326	0
omrb	secm	0.99326	0
rydc	ilvh	0.99326	0
sgrs	menf	0.99326	0
rybb	ydhx	0.99324	0
fnrs	secy	0.99322	0
arcz	ygha	0.99321	0
fnrs	cher	0.99321	0
ryhb	frua	0.99321	0
gcvb	sodc	0.9932	0
micc	gshb	0.9932	0
micf	mlac	0.9932	0
spf	hemh	0.9932	0
cyar	ampe	0.99319	0
cyar	pdxk	0.99319	0
mica	epmb	0.99319	0
omra	secm	0.99319	0
gcvb	acpp	0.99318	0
istr	yhhs	0.99317	0
spf	yaii	0.99317	0
fnrs	yecj	0.99316	0
arcz	yggf	0.99315	0
cyar	baer	0.99314	0
sgrs	mode	0.99314	0
