sRNA	mRNA	Score	Class
sgrs	yeed	0.65038	0
omra	thra	0.65037	0
dsra	rpos	0.65035	1
omra	ybbo	0.65035	0
spf	nrdd	0.65034	0
spf	glnd	0.65032	0
omra	ypec	0.6503	0
omra	ygbl	0.65028	0
omra	arog	0.65024	0
omra	chac	0.65021	0
omra	yiep	0.65021	0
oxys	wrba	0.65019	0
rybb	thrs	0.65016	0
rybb	ycgb	0.65016	0
omra	sela	0.65008	0
omra	ydav	0.65008	0
dsra	emry	0.65005	0
mica	ptsg	0.65001	0
omra	proa	0.65	0
omra	yici	0.65	0
spf	rhlb	0.65	0
omra	glnp	0.64999	0
omrb	dgot	0.64999	0
omra	aas	0.64998	0
omra	ydfi	0.64998	0
omrb	nrfe	0.64996	0
dsra	matp	0.64994	0
spf	caic	0.6499	0
omra	msck	0.64989	0
dsra	bluf	0.64987	0
omra	pgpc	0.64987	0
spf	smra	0.64987	0
omra	yajr	0.64983	0
omra	pepa	0.64981	0
spf	ldha	0.64981	0
spf	prpb	0.6498	0
omra	marc	0.64979	0
gcvb	cho	0.64973	0
spf	vals	0.6497	0
omra	ddpf	0.64967	0
spf	yeax	0.64965	0
spf	ascb	0.64962	0
spf	queg	0.64961	0
spf	yrbg	0.64958	0
omra	ybiw	0.6495	0
omra	naru	0.64948	0
spf	speb	0.64947	0
omra	plsx	0.64946	0
omra	yoji	0.64943	0
dsra	ydbd	0.64942	0
spf	yqjg	0.6494	0
omra	mota	0.64936	0
spf	metc	0.64934	0
omrb	yohd	0.64927	0
spf	nusa	0.64927	0
spf	iscs	0.64925	0
spf	yfau	0.64924	0
spf	yidk	0.64924	0
omra	mnga	0.64919	0
dsra	yihm	0.64911	0
omra	gcl	0.64911	0
dsra	yics	0.64909	0
dsra	setc	0.64908	0
omra	frmb	0.64908	0
omra	yfcf	0.64906	0
rybb	dppa	0.64905	0
spf	rlma	0.64905	0
dsra	fimd	0.64901	0
omrb	oppc	0.64901	0
omra	crfc	0.649	0
spf	yich	0.64899	0
omra	ydgj	0.64897	0
rybb	chia	0.64896	0
rybb	agab	0.64894	0
spf	alsk	0.64894	0
spf	sohb	0.64887	0
dsra	hprr	0.64886	0
omrb	ansp	0.64886	0
spf	patd	0.64885	0
omra	bira	0.64884	0
rybb	pfla	0.6488	0
spf	metg	0.6488	0
omra	yidp	0.64877	0
rybb	ldha	0.64877	0
spf	hisc	0.64874	0
omra	flga	0.64872	0
omra	minc	0.64872	0
omra	coad	0.64869	0
dsra	yddb	0.64867	0
spf	yhbw	0.64864	0
omra	etp	0.64861	0
omrb	yqeb	0.64859	0
omra	lpxb	0.64857	0
spf	ydde	0.64856	0
dsra	yfbp	0.64855	0
omra	gpsa	0.64854	0
spf	rela	0.64854	0
spf	pepp	0.64851	0
dsra	gadx	0.64847	0
spf	scpa	0.64847	0
omrb	ydea	0.64842	0
rybb	male	0.64838	0
spf	epma	0.64837	0
spf	potb	0.64837	0
dsra	cbl	0.64835	0
spf	fdng	0.64829	0
spf	yhfx	0.64825	0
dsra	meps	0.64823	0
spf	rcsc	0.64822	0
omra	arnc	0.64821	0
omra	rutg	0.64821	0
omra	etk	0.6482	0
omra	trpa	0.64812	0
spf	bcsa	0.64812	0
omrb	mdfa	0.64811	0
dsra	yiau	0.6481	0
spf	ybjd	0.64808	0
omra	yjtd	0.64807	0
omra	yrfg	0.64807	0
spf	ribd	0.64804	0
omra	naga	0.64803	0
omrb	nhaa	0.64803	0
omra	ydio	0.64796	0
spf	sdab	0.64795	0
spf	gpt	0.64791	0
micc	galk	0.64787	0
spf	seld	0.64782	0
rybb	gspd	0.64781	0
spf	pept	0.64776	0
omrb	pcm	0.64772	0
rybb	yeip	0.64772	0
rybb	alsa	0.64771	0
rybb	ydfg	0.64766	0
dsra	dcp	0.64765	0
gcvb	hisc	0.64763	0
spf	ydgj	0.64763	0
omrb	ykfi	0.64762	0
omra	ydct	0.64761	0
omra	rbn	0.64758	0
oxys	hprr	0.64757	0
omrb	usha	0.64756	0
rybb	flic	0.64753	0
dsra	ydip	0.64752	0
dsra	ydjg	0.64752	0
spf	yigl	0.64752	0
dsra	eptb	0.64751	0
omra	emrb	0.64751	0
spf	psts	0.6475	0
omra	patz	0.64749	0
omra	ubib	0.64748	0
spf	rlmc	0.64748	0
omrb	ybgi	0.64742	0
spf	setb	0.6474	0
spf	ldcc	0.64738	0
omra	clsa	0.64736	0
spf	uvra	0.64736	0
rpra	ompf	0.64729	0
rybb	cfa	0.64729	0
rybb	uspe	0.64729	0
omra	yggs	0.64728	0
spf	ydcr	0.64724	0
ryhb	icd	0.64717	0
rybb	ydga	0.64716	0
spf	cmoa	0.64713	0
rybb	ytfl	0.64711	0
omra	ydgd	0.64708	0
omra	cobt	0.64707	0
omra	fhud	0.64706	0
omra	yidf	0.64704	0
dsra	fetb	0.64703	0
ryhb	grxd	0.64699	0
spf	yiav	0.64697	0
spf	roxa	0.64696	0
spf	ruvb	0.64695	0
omra	glga	0.64693	0
spf	metr	0.6469	0
omra	dpia	0.64689	0
rybb	dosc	0.64689	0
omra	ychn	0.64688	0
spf	mrcb	0.64688	0
dsra	nlpd	0.64687	0
dsra	ydet	0.64687	0
omra	appa	0.64678	0
omra	yqje	0.64677	0
omra	yggf	0.64675	0
spf	iles	0.64675	0
spf	ispf	0.64674	0
spf	rfe	0.64674	0
omra	frya	0.64673	0
omrb	gntu	0.64673	0
spf	ppnn	0.64669	0
omra	dmsa	0.64663	0
spf	ndh	0.6466	0
spf	yiel	0.64659	0
omra	cueo	0.64657	0
omra	sbcd	0.64654	0
omra	ycad	0.64651	0
omra	hofc	0.64646	0
spf	ynce	0.64643	0
spf	yegh	0.6464	0
spf	appb	0.64639	0
omra	yabi	0.64637	0
omra	phep	0.64629	0
omra	mutl	0.64627	0
omra	cmta	0.64626	0
omra	frvr	0.64626	0
rybb	crr	0.64626	0
spf	alas	0.64626	0
omra	clcb	0.64624	0
sgrs	cusf	0.64624	0
spf	acrf	0.6462	0
omra	ypda	0.64617	0
spf	leub	0.64617	0
spf	frlb	0.64614	0
dsra	pgac	0.64613	0
omrb	lsrf	0.64612	0
dsra	casc	0.64608	0
spf	kefb	0.64606	0
spf	oxyr	0.64603	0
dsra	ydeo	0.646	0
rybb	ydif	0.64599	0
dsra	ugd	0.64598	0
omra	fimd	0.64598	0
rybb	ycio	0.64594	0
omra	aes	0.64592	0
omra	ampe	0.64591	0
spf	arnd	0.64591	0
dsra	yden	0.64588	0
omra	recd	0.64588	0
rybb	ychj	0.64588	0
omra	bara	0.64587	0
glmz	rpos	0.64586	0
ryhb	hemh	0.64581	0
spf	kefc	0.64577	0
oxys	yhhi	0.64576	0
spf	xylr	0.64574	0
gcvb	ilve	0.64571	0
omra	ygdg	0.64565	0
spf	ilve	0.64565	0
omra	fief	0.64562	0
omrb	cho	0.64558	0
spf	pgm	0.64558	0
spf	aaea	0.64557	0
omra	dhak	0.64553	0
dsra	yfir	0.64545	0
spf	narv	0.64544	0
rybb	ygew	0.64542	0
spf	sufs	0.64542	0
spf	tatd	0.64541	0
dsra	evga	0.6454	0
spf	citc	0.64539	0
spf	mutl	0.64539	0
omra	asma	0.64536	0
spf	yfax	0.64533	0
omra	yahk	0.6453	0
spf	mdla	0.6453	0
rybb	fur	0.64529	0
omrb	baca	0.64528	0
dsra	yebk	0.64523	0
spf	yfhm	0.64519	0
dsra	rspb	0.64517	0
omra	hcab	0.64514	0
spf	gsid	0.64513	0
omra	btsr	0.64512	0
spf	ysga	0.64512	0
rpra	grca	0.64511	0
gcvb	gdha	0.64509	0
omra	rfft	0.64508	0
rybb	sdhc	0.64507	0
dsra	speg	0.64506	0
rybb	cdh	0.64506	0
omrb	ddpb	0.64502	0
spf	mnmg	0.64502	0
spf	ytfl	0.645	0
omra	metc	0.64499	0
dsra	yebb	0.64498	0
omra	dtd	0.64496	0
omrb	yeih	0.64496	0
spf	rfft	0.64496	0
oxys	pdeb	0.64495	0
spf	cyaa	0.64493	0
spf	xerd	0.64493	0
spf	sece	0.64492	0
omra	cobs	0.64491	0
dsra	waah	0.64489	0
gcvb	gcvp	0.64489	0
omra	ypfg	0.64489	0
dsra	ybeu	0.64486	0
spf	galf	0.64486	0
spf	ybjs	0.64484	0
omra	baes	0.64475	0
spf	arag	0.64475	0
spf	mrr	0.64474	0
omrb	kdsa	0.64473	0
spf	aslb	0.64471	0
omra	yhbw	0.64468	0
spf	uvrc	0.64468	0
rybb	muke	0.64467	0
omrb	yeib	0.64463	0
gcvb	yifk	0.64462	0
omrb	ynfh	0.64462	0
omra	ascf	0.6446	0
spf	dgt	0.6446	0
spf	yhjj	0.6446	0
spf	yihs	0.6446	0
omrb	csgb	0.64459	0
spf	aer	0.64459	0
spf	yfer	0.64459	0
omra	glpt	0.64458	0
oxys	dps	0.64457	0
omra	pden	0.64455	0
omra	opgd	0.64452	0
spf	yphb	0.64451	0
spf	trma	0.64449	0
spf	ybhr	0.64447	0
dsra	rssb	0.64445	0
omra	frvx	0.64445	0
spf	cdd	0.64444	0
dsra	gspj	0.64443	0
spf	lsrk	0.64443	0
spf	ygfz	0.64442	0
omra	nadd	0.64436	0
omra	ptrb	0.64436	0
omra	ycbj	0.64433	0
omra	nadr	0.64432	0
dsra	yfbl	0.6443	0
rybb	alaa	0.6443	0
omrb	poth	0.64429	0
omra	lpxd	0.64428	0
spf	acnb	0.64424	0
omra	xyla	0.64422	0
omra	dgcf	0.64415	0
omrb	yian	0.64414	0
omra	yggc	0.64413	0
spf	oppb	0.64412	0
omra	fxsa	0.64407	0
spf	rpe	0.64407	0
omra	rsmf	0.64406	0
omra	wcai	0.64406	0
omra	yijf	0.64406	0
dsra	yihf	0.64405	0
rybb	yici	0.64404	0
spf	wzc	0.64404	0
spf	wcal	0.64402	0
omra	ampg	0.64401	0
rybb	maly	0.64395	0
spf	plsb	0.64395	0
spf	gadb	0.64386	0
oxys	ldte	0.64383	0
rybb	yeaw	0.64382	0
rybb	lepa	0.64381	0
omrb	arah	0.64379	0
spf	lnt	0.64379	0
dsra	ftna	0.64376	0
spf	kate	0.64375	0
spf	sufd	0.64369	0
spf	accd	0.64368	0
omra	rffm	0.64367	0
spf	cpda	0.64365	0
omra	epd	0.64362	0
omra	trkh	0.64362	0
spf	pmba	0.64362	0
omra	lpxa	0.6436	0
spf	era	0.64353	0
omra	thrc	0.64352	0
spf	amya	0.6435	0
spf	pykf	0.64344	0
dsra	pphb	0.64343	0
omrb	eama	0.64343	0
spf	paae	0.64343	0
dsra	intr	0.64342	0
omra	stfr	0.64341	0
spf	kbaz	0.64341	0
spf	ybhj	0.6434	0
omra	dcm	0.64339	0
omra	lsrd	0.64333	0
spf	ygcu	0.64333	0
dsra	rfbd	0.64331	0
omra	fsr	0.6433	0
omra	mdtd	0.6433	0
ryhb	kdpa	0.64328	0
spf	rlmf	0.64328	0
dsra	ynji	0.64326	0
omrb	hemb	0.64325	0
spf	mltf	0.64325	0
omrb	putp	0.64317	0
dsra	yfdk	0.64316	0
spf	pdxb	0.64313	0
spf	poxb	0.64311	0
omrb	cyoe	0.6431	0
spf	pden	0.64308	0
dsra	ipra	0.64307	0
rybb	cysk	0.64306	0
spf	mlc	0.64304	0
spf	aldb	0.64303	0
rybb	rect	0.64302	0
omra	yfbs	0.64301	0
omrb	rutg	0.64301	0
spf	yihy	0.64296	0
spf	yeja	0.64295	0
spf	yihx	0.64295	0
omra	xapb	0.64292	0
omrb	cynx	0.64289	0
dsra	flic	0.64284	0
omra	cpda	0.6428	0
omra	fbab	0.64277	0
spf	pria	0.64276	0
omra	arnd	0.64275	0
omra	maca	0.64272	0
spf	lpxa	0.64272	0
omra	insl1	0.64271	0
omra	insl2	0.64271	0
omra	insl3	0.64271	0
omra	arge	0.6427	0
dsra	yidl	0.64266	0
dsra	yehb	0.64263	0
oxys	ygfi	0.64262	0
omra	aega	0.64256	0
spf	clsa	0.64253	0
spf	xdhd	0.64253	0
spf	yahk	0.64253	0
dsra	cho	0.64252	0
omra	lgot	0.64251	0
spf	mura	0.64249	0
dsra	yhcf	0.64245	0
omra	bass	0.64243	0
spf	yeip	0.64237	0
spf	hyua	0.64235	0
omra	yahf	0.6423	0
rybb	cbrc	0.6423	0
omra	yddh	0.64228	0
omrb	nuom	0.64223	0
omra	oppd	0.64222	0
omrb	hybb	0.64217	0
dsra	fhue	0.64215	0
omrb	yeea	0.64214	0
omra	yiaf	0.64213	0
omra	ydep	0.64207	0
oxys	cas3	0.64207	0
omra	ugpc	0.64205	0
spf	rspa	0.64204	0
spf	yida	0.64202	0
spf	pdek	0.64197	0
omra	rhab	0.64195	0
omra	wzxc	0.64193	0
omra	hisa	0.64189	0
spf	malp	0.64188	0
spf	mlaf	0.64188	0
spf	ydcs	0.64188	0
spf	atoc	0.64187	0
spf	dsdc	0.64184	0
omra	fadd	0.64183	0
rybb	ptsi	0.64183	0
omra	iap	0.64182	0
omra	dinb	0.64179	0
spf	sapa	0.64177	0
omrb	glk	0.64176	0
spf	yjff	0.64174	0
spf	gudd	0.64171	0
micf	hns	0.64168	0
rybb	cmoa	0.64166	0
dsra	yafn	0.64165	0
omrb	yhge	0.64163	0
spf	rapa	0.64159	0
omrb	yajr	0.64158	0
omra	lon	0.64156	0
rybb	dgci	0.64156	0
dsra	ais	0.64149	0
spf	yoji	0.64143	0
omrb	cdsa	0.64139	0
spf	murp	0.64134	0
spf	rsxe	0.64134	0
rybb	lrp	0.6413	0
rybb	lyss	0.6413	0
omra	ygjq	0.64129	0
omra	sera	0.64127	0
dsra	clsa	0.64125	0
omra	daua	0.64125	0
spf	spea	0.64123	0
spf	yohd	0.64121	0
gcvb	argp	0.6412	0
omra	trmd	0.6412	0
omra	clpa	0.64112	0
omra	epmb	0.64111	0
spf	clpx	0.6411	0
omra	torc	0.64107	0
omra	yije	0.64103	0
dsra	dgcp	0.64102	0
omrb	ttdt	0.64101	0
spf	btss	0.64101	0
omrb	fic	0.641	0
dsra	bglh	0.64096	0
rybb	epta	0.64096	0
omra	yebe	0.64092	0
omra	ygif	0.64092	0
spf	cpdb	0.6409	0
omrb	tqsa	0.64089	0
spf	blc	0.64089	0
spf	ybal	0.64084	0
spf	leus	0.64083	0
omra	secf	0.64082	0
spf	gpp	0.6408	0
oxys	yhbx	0.64077	0
rybb	ycao	0.64069	0
spf	rnb	0.64069	0
spf	mutm	0.64065	0
spf	hemy	0.64062	0
omra	orn	0.6406	0
spf	rrrq	0.64058	0
spf	yajo	0.64056	0
omrb	yfeh	0.64055	0
rybb	lolb	0.64055	0
omra	lysc	0.64053	0
spf	dacd	0.64053	0
rybb	oppa	0.6405	0
ryhb	mdh	0.64048	0
spf	astc	0.64043	0
omra	sdab	0.64042	0
rybb	nudi	0.64042	0
omra	ecpc	0.64041	0
omra	yqhc	0.6404	0
gcvb	zape	0.64038	0
omrb	cyob	0.64038	0
spf	gph	0.64037	0
spf	hybc	0.64036	0
spf	mdlb	0.64035	0
dsra	ompa	0.64033	0
spf	entf	0.64032	0
spf	gsk	0.64032	0
omrb	cyca	0.6403	0
rybb	yade	0.64026	0
spf	dnak	0.64026	0
omrb	ccmf	0.64025	0
omra	pepq	0.64024	0
omra	rssb	0.64024	0
omra	fold	0.6402	0
omra	ygis	0.64019	0
oxys	ydjj	0.64015	0
dsra	ydib	0.64013	0
dsra	ydfd	0.64012	0
oxys	ydip	0.64012	0
spf	hyfe	0.64011	0
omra	rcna	0.6401	0
omra	putp	0.64008	0
omra	maeb	0.64002	0
omra	biof	0.64001	0
omrb	yzgl	0.64001	0
omra	uidb	0.64	0
rybb	serc	0.63999	0
spf	clsc	0.63998	0
gcvb	cysj	0.63997	0
rybb	gltf	0.63996	0
gcvb	ydjh	0.63994	0
omra	yehq	0.63994	0
omra	yihs	0.63993	0
rybb	ydji	0.63991	0
spf	dtpb	0.63991	0
spf	uxac	0.63991	0
gcvb	phop	0.63989	0
omra	yhaj	0.63986	0
omra	yphc	0.63986	0
omrb	ghxq	0.63986	0
micc	dppa	0.63985	0
omra	frub	0.63981	0
omra	pabb	0.63981	0
omra	rlml	0.63978	0
omrb	dcta	0.63978	0
omra	psta	0.63977	0
rybb	malp	0.63977	0
spf	ddpc	0.63977	0
omra	yahb	0.63973	0
dsra	yciq	0.63972	0
spf	appc	0.6397	0
spf	nei	0.6397	0
spf	acrb	0.63966	0
omra	ydjj	0.63963	0
dsra	yagl	0.63955	0
spf	mltg	0.63953	0
omrb	ttdr	0.6395	0
omra	nfrb	0.63948	0
dsra	yder	0.63947	0
spf	igaa	0.63947	0
dsra	ydjh	0.63946	0
mica	dppa	0.63946	0
omrb	adep	0.63945	0
dsra	yber	0.63942	0
dsra	ybeq	0.6394	0
rybb	ybgo	0.6394	0
gcvb	tyrb	0.63938	0
spf	ycit	0.63938	0
omrb	seta	0.63936	0
spf	puta	0.63936	0
omrb	cvra	0.63932	0
omrb	pntb	0.63932	0
dsra	uspd	0.63931	0
omra	ttdr	0.63931	0
dsra	yncg	0.6393	0
omra	ybgp	0.6393	0
omrb	nuon	0.6393	0
spf	ydee	0.6393	0
omra	args	0.63929	0
omra	lsra	0.63927	0
spf	kdui	0.63927	0
dsra	pinr	0.63922	0
spf	msck	0.63922	0
omra	yfcp	0.63918	0
spf	ycjx	0.63909	0
dsra	yeby	0.63908	0
spf	ebgr	0.63908	0
spf	fuco	0.63908	0
gcvb	yjcs	0.63907	0
rybb	ycgv	0.63905	0
dsra	hyi	0.63904	0
omrb	paaz	0.63903	0
cyar	rpos	0.63899	0
omra	ubia	0.63898	0
spf	pros	0.63897	0
spf	pntb	0.63894	0
mica	ygim	0.63891	0
omrb	clpb	0.63889	0
spf	hsdr	0.63889	0
spf	yhge	0.63888	0
gcvb	leua	0.63884	0
omra	ycfh	0.63884	0
dsra	rnla	0.6388	0
omra	mukf	0.6388	0
omra	ygex	0.63878	0
omrb	xanp	0.63878	0
spf	kbay	0.63877	0
omra	argh	0.63874	0
omrb	rbsc	0.63874	0
spf	pyrg	0.63872	0
spf	parc	0.63866	0
spf	ppk	0.63866	0
omra	xdhc	0.63863	0
spf	clpp	0.63863	0
spf	recq	0.63863	0
spf	yade	0.63854	0
omra	cdd	0.63851	0
rybb	yihm	0.6385	0
spf	pssa	0.6385	0
rybb	fadd	0.63849	0
omra	ybhs	0.63848	0
omrb	dcuc	0.63848	0
omrb	yeca	0.63848	0
gcvb	yjju	0.63847	0
dsra	yhij	0.63845	0
omrb	fepa	0.63845	0
omra	hofq	0.63842	0
omra	pept	0.6384	0
spf	yegq	0.6384	0
dsra	rzpq	0.63839	0
omra	ppx	0.63838	0
dsra	bglg	0.63837	0
spf	rng	0.63836	0
spf	asla	0.63834	0
dsra	yjag	0.63833	0
spf	yeib	0.63833	0
dsra	hipa	0.63832	0
dsra	ccp	0.63829	0
omra	btud	0.63829	0
omra	glms	0.63829	0
dsra	rpnb	0.63828	0
omra	wzxe	0.63826	0
omra	ydck	0.63825	0
omra	rlha	0.63822	0
omra	sapc	0.63822	0
spf	miab	0.63822	0
spf	eamb	0.63821	0
omra	lldd	0.6382	0
omrb	ftsh	0.6382	0
dsra	nhar	0.63817	0
omra	dapb	0.63815	0
spf	tas	0.63812	0
spf	dsda	0.63808	0
omra	wece	0.63807	0
rybb	pyka	0.63805	0
omra	roxa	0.63802	0
omra	viaa	0.63801	0
spf	pstb	0.63801	0
spf	emta	0.63799	0
spf	flhb	0.63798	0
ryhb	mota	0.63796	0
dsra	rbsa	0.63795	0
spf	mepa	0.63795	0
omra	ybco	0.63794	0
spf	waac	0.63794	0
spf	gspa	0.63792	0
dsra	prov	0.63791	0
omra	paay	0.63791	0
spf	dtpc	0.6379	0
omra	fes	0.63789	0
rybb	rpsa	0.63788	0
spf	ubii	0.63785	0
omra	csda	0.63784	0
omra	nirc	0.63784	0
spf	yhdp	0.63782	0
omra	ybbj	0.63781	0
spf	putp	0.6378	0
omrb	kdgt	0.63779	0
omrb	yidp	0.63776	0
rybb	yaeh	0.63776	0
omra	rsxd	0.63772	0
spf	alda	0.63772	0
omra	shia	0.63771	0
rybb	yiel	0.63768	0
omrb	ompg	0.63767	0
dsra	fepe	0.63766	0
spf	cra	0.63766	0
omra	yedp	0.63761	0
spf	yiid	0.6376	0
dsra	ydfr	0.63758	0
dsra	yjit	0.63758	0
spf	ugpe	0.63758	0
omrb	yjff	0.63757	0
omra	tsr	0.63755	0
omra	prea	0.63754	0
rybb	ybeu	0.63754	0
spf	tqsa	0.63754	0
dsra	hcha	0.63753	0
rsex	rpos	0.63752	0
omrb	glpt	0.63751	0
rybb	yphh	0.6375	0
omrb	uraa	0.63748	0
omra	acrd	0.63747	0
oxys	fimd	0.63745	0
spf	glng	0.63742	0
rybb	arom	0.6374	0
spf	zras	0.63735	0
dsra	maly	0.63734	0
rybb	puru	0.63734	0
omra	ybhh	0.63731	0
dsra	inte	0.6373	0
omra	amic	0.63729	0
rybb	rbsb	0.63728	0
spf	dbpa	0.63726	0
omra	tsae	0.63725	0
spf	ybha	0.63724	0
dsra	ycie	0.63717	0
spf	kdpd	0.63716	0
spf	pyrc	0.63715	0
spf	yeca	0.63715	0
omrb	ydgi	0.63713	0
rybb	rpse	0.63713	0
omra	trpb	0.63712	0
rybb	seca	0.6371	0
dsra	ybdn	0.63709	0
rybb	gspa	0.63709	0
omra	hcr	0.63708	0
omra	rlma	0.63708	0
omrb	gshb	0.63708	0
spf	eutr	0.63708	0
omra	agac	0.63707	0
spf	arnt	0.63707	0
omra	cca	0.63706	0
spf	msrp	0.63705	0
spf	narq	0.63704	0
oxys	selu	0.63702	0
dsra	chbf	0.637	0
omra	nhab	0.63699	0
omra	eutn	0.63698	0
omra	ygcq	0.63698	0
spf	cura	0.63697	0
omra	codb	0.63695	0
spf	ynjc	0.63694	0
omra	amib	0.63692	0
dsra	dosc	0.63691	0
omra	hcar	0.63691	0
oxys	nade	0.6369	0
omra	yeda	0.63689	0
omra	ansp	0.63687	0
rybb	hisf	0.63687	0
spf	ynff	0.63687	0
omra	mrdb	0.63685	0
dsra	ybjx	0.63682	0
spf	ftsh	0.6368	0
spf	gard	0.6368	0
gcvb	yegh	0.63679	0
oxys	pdel	0.63679	0
omrb	ydcu	0.63677	0
dsra	yegx	0.63676	0
spf	rpoh	0.63675	0
dsra	ybfk	0.63674	0
omra	ygcs	0.63674	0
spf	rlmg	0.63673	0
omrb	yedi	0.6367	0
rybb	gfcb	0.6367	0
gcvb	ygif	0.63669	0
dsra	phoe	0.63668	0
spf	trmi	0.63668	0
spf	yhbt	0.63668	0
spf	leud	0.63666	0
omra	yfjq	0.63664	0
rybb	rcsd	0.63664	0
spf	yeez	0.63663	0
omrb	teha	0.63662	0
dsra	pinq	0.63661	0
dsra	envr	0.6366	0
oxys	yhim	0.6366	0
omra	murf	0.63657	0
omrb	idnd	0.63657	0
spf	yegu	0.63656	0
dsra	gata	0.63655	0
spf	yfcc	0.63653	0
dsra	yadn	0.63652	0
omra	yjim	0.63652	0
dsra	ompl	0.63651	0
spf	radd	0.63651	0
omra	nudc	0.63649	0
spf	yihq	0.63649	0
omra	hybc	0.63646	0
rybb	ycei	0.6364	0
rybb	yghj	0.63636	0
spf	grol	0.63636	0
rybb	mlad	0.63635	0
rybb	ilvn	0.63634	0
omra	ebga	0.63633	0
dsra	ybfd	0.63632	0
dsra	yjfi	0.63629	0
omra	bamb	0.63626	0
gcvb	ding	0.63624	0
dsra	yfdq	0.63623	0
gcvb	hcxa	0.63622	0
omra	mhpr	0.63621	0
spf	hisg	0.63621	0
omra	ydcr	0.6362	0
omrb	uidc	0.63619	0
spf	efeb	0.63619	0
spf	sers	0.63616	0
dsra	yraj	0.63614	0
omra	enda	0.63609	0
omra	mdto	0.63609	0
omrb	sstt	0.63608	0
rybb	speg	0.63607	0
omra	wcaj	0.63601	0
omrb	cura	0.63601	0
dsra	yjfl	0.63599	0
spf	nike	0.63598	0
gcvb	fhla	0.63594	0
gcvb	yjem	0.63594	0
spf	prmb	0.63594	0
dsra	yght	0.63592	0
oxys	pdeg	0.6359	0
spf	murd	0.6359	0
spf	dinb	0.63589	0
oxys	oxc	0.63587	0
omra	hyff	0.63585	0
omra	queg	0.63585	0
spf	yahj	0.63585	0
omrb	aidb	0.63584	0
omrb	bcr	0.63584	0
omra	yiek	0.63577	0
spf	tyrb	0.63573	0
dsra	fadl	0.63572	0
dsra	yhcd	0.6357	0
omra	ansa	0.6357	0
dsra	yidx	0.63564	0
dsra	wcae	0.63563	0
omra	blc	0.63563	0
rybb	mind	0.63562	0
gcvb	metg	0.63561	0
omrb	liga	0.6356	0
omrb	yced	0.6356	0
omra	pfkb	0.63559	0
omra	rspa	0.63558	0
omra	rhta	0.63557	0
omra	fre	0.63555	0
dsra	yfen	0.63551	0
spf	yhin	0.6355	0
omra	hemy	0.63549	0
dsra	gfcb	0.63548	0
omrb	dtpb	0.63548	0
spf	ydhf	0.63548	0
omra	ispb	0.63547	0
omrb	yiek	0.63546	0
spf	nirb	0.63546	0
spf	topb	0.63544	0
omra	yifb	0.63543	0
omra	lold	0.63542	0
spf	pdxk	0.6354	0
rybb	maze	0.63539	0
spf	ddpb	0.63539	0
omra	yigl	0.63538	0
gcvb	ycjn	0.63537	0
omra	cbra	0.63537	0
rybb	yheo	0.63537	0
spf	ybbp	0.63535	0
rybb	nana	0.63533	0
omrb	ompa	0.63532	0
spf	trub	0.63531	0
spf	dxs	0.63529	0
omra	epta	0.63528	0
dsra	ldha	0.63527	0
spf	yafd	0.63527	0
rybb	gspg	0.63526	0
dsra	yiho	0.63525	0
omra	bamc	0.63523	0
rybb	yiau	0.63523	0
omra	gdx	0.63521	0
omrb	yfcc	0.63519	0
dsra	yfbk	0.63509	0
rybb	case	0.63509	0
spf	metb	0.63509	0
dsra	alsr	0.63506	0
spf	fuci	0.63506	1
spf	spot	0.63504	0
dsra	yfju	0.63501	0
omra	fsab	0.63499	0
omra	ilvh	0.63496	0
omra	abrb	0.63494	0
dsra	mqsa	0.63493	0
omra	yihw	0.63491	0
oxys	rpmg	0.63491	0
rybb	spef	0.63491	0
rybb	trka	0.63491	0
rybb	ascb	0.6349	0
gcvb	rffg	0.63488	0
rybb	asnb	0.63486	0
rybb	ycac	0.63486	0
omra	ccmh	0.63484	0
rybb	hdha	0.63482	0
rybb	ybhd	0.63482	0
spf	pder	0.63482	0
omra	ghra	0.63478	0
spf	caib	0.63477	0
dsra	gcva	0.63474	0
omra	ispe	0.63474	0
spf	bcse	0.63473	0
spf	ptsp	0.63471	0
dsra	bira	0.63469	0
dsra	case	0.63468	0
spf	yhes	0.63467	0
spf	zwf	0.63465	0
dsra	lgor	0.63462	0
dsra	yhbx	0.63462	0
dsra	yehd	0.63461	0
omra	seta	0.63461	0
rybb	efp	0.63461	0
omrb	meni	0.6346	0
dsra	mppa	0.63457	0
omra	yhjx	0.63456	0
omrb	nagk	0.63449	0
gcvb	kbaz	0.63448	0
spf	yphe	0.63444	0
omra	trub	0.63442	0
omrb	yije	0.63442	0
gcvb	ycjq	0.63441	0
spf	nfrb	0.63441	0
spf	efeo	0.6344	0
dsra	btss	0.63439	0
spf	gcva	0.63438	0
dsra	yaft	0.63436	0
omra	rsua	0.63436	0
spf	yfay	0.63435	0
omra	hmp	0.63434	0
spf	ycej	0.63434	0
omra	yhde	0.63433	0
rybb	fetb	0.63432	0
omrb	nark	0.63431	0
omra	mrca	0.6343	0
omra	ucpa	0.6343	0
dsra	ynfc	0.63427	0
omra	paax	0.63426	0
rybb	mngb	0.63426	0
dsra	waao	0.63424	0
omra	eutp	0.63424	0
rybb	gnd	0.63422	0
spf	narh	0.63422	0
spf	ynbd	0.63422	0
spf	ydhx	0.63421	0
spf	ppid	0.6342	0
rybb	yige	0.63418	0
